fips,year,county,cash_surety_property_bond_frequency,personal_recognizance_bond_frequency,total_bond_frequency,bond_type,jud_district,medianHI,medianHI_MOE,povertyR,yfips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
8011,2015,"Bent",109.0,52,161.0,"misdemeanorbondtype",16,36630,3771,36.7,201508011,"CO","Bent County",5784,4086,1143,2943,70,415,1338,63,NA,2200,"rural","West","Mountain",500,NA,1512.865,537.0,NA,NA,NA,31.0,5.0,25.0,0.0,1.0,19.0,0,10.0,22.0,1.0,16.0,6.0,0.0,9.0,0.0,0.0,0.0,NA,NA,NA,24,NA,NA,False,NA,NA,False,1,7,12,NA,NA,False,NA,NA,False,1,5,1,183,725,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8011,2015,"Bent",30.0,18,48.0,"felonybondtype",16,36630,3771,36.7,201508011,"CO","Bent County",5784,4086,1143,2943,70,415,1338,63,NA,2200,"rural","West","Mountain",500,NA,1512.865,537.0,NA,NA,NA,31.0,5.0,25.0,0.0,1.0,19.0,0,10.0,22.0,1.0,16.0,6.0,0.0,9.0,0.0,0.0,0.0,NA,NA,NA,24,NA,NA,False,NA,NA,False,1,7,12,NA,NA,False,NA,NA,False,1,5,1,183,725,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8011,2016,"Bent",116.0,65,181.0,"misdemeanorbondtype",16,33951,3399,34.1,201608011,"CO","Bent County",5893,4162,1165,2997,77,424,1345,68,NA,2248,"rural","West","Mountain",500,NA,1512.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,183,725,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8011,2016,"Bent",53.0,13,66.0,"felonybondtype",16,33951,3399,34.1,201608011,"CO","Bent County",5893,4162,1165,2997,77,424,1345,68,NA,2248,"rural","West","Mountain",500,NA,1512.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,183,725,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8013,2014,"Boulder",2444.0,545,2989.0,"misdemeanorbondtype",20,71546,3274,13.3,201408013,"CO","Boulder County",309749,221242,109012,112230,11308,2563,27629,1116,NA,178626,"small/mid","West","Mountain",5,14500,726.367,10115.71,NA,NA,NA,524.0,75.0,443.0,6.0,19.0,105.0,4,382.0,283.0,28.0,272.0,9.0,0.0,20.0,3.0,22.0,0.0,NA,NA,NA,627,41,586,NA,48,NA,NA,0,394,305,22,283,NA,19,NA,NA,0,207,1,0,64,69,251443,6681,619,6062,5,186,73,355,930,4679,355,98
8013,2014,"Boulder",1548.0,215,1763.0,"felonybondtype",20,71546,3274,13.3,201408013,"CO","Boulder County",309749,221242,109012,112230,11308,2563,27629,1116,NA,178626,"small/mid","West","Mountain",5,14500,726.367,10115.71,NA,NA,NA,524.0,75.0,443.0,6.0,19.0,105.0,4,382.0,283.0,28.0,272.0,9.0,0.0,20.0,3.0,22.0,0.0,NA,NA,NA,627,41,586,NA,48,NA,NA,0,394,305,22,283,NA,19,NA,NA,0,207,1,0,64,69,251443,6681,619,6062,5,186,73,355,930,4679,355,98
8013,2015,"Boulder",2346.0,637,2983.0,"misdemeanorbondtype",20,72392,4317,12.3,201508013,"CO","Boulder County",312505,222240,109394,112846,11588,2675,28044,1110,NA,178823,"small/mid","West","Mountain",5,14500,726.367,8566.0,NA,NA,NA,465.0,67.0,359.0,3.0,13.0,90.0,5,315.0,213.0,28.0,272.0,15.0,0.0,11.0,3.0,22.0,0.0,NA,NA,NA,584,34,550,NA,58,NA,NA,0,352,244,25,219,NA,24,NA,NA,0,156,1,0,64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8013,2015,"Boulder",1630.0,294,1924.0,"felonybondtype",20,72392,4317,12.3,201508013,"CO","Boulder County",312505,222240,109394,112846,11588,2675,28044,1110,NA,178823,"small/mid","West","Mountain",5,14500,726.367,8566.0,NA,NA,NA,465.0,67.0,359.0,3.0,13.0,90.0,5,315.0,213.0,28.0,272.0,15.0,0.0,11.0,3.0,22.0,0.0,NA,NA,NA,584,34,550,NA,58,NA,NA,0,352,244,25,219,NA,24,NA,NA,0,156,1,0,64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8013,2016,"Boulder",2275.0,860,3135.0,"misdemeanorbondtype",20,74772,3149,10.8,201608013,"CO","Boulder County",317968,225700,110791,114909,11980,2760,28896,1139,NA,180925,"small/mid","West","Mountain",5,14500,726.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8013,2016,"Boulder",1662.0,536,2198.0,"felonybondtype",20,74772,3149,10.8,201608013,"CO","Boulder County",317968,225700,110791,114909,11980,2760,28896,1139,NA,180925,"small/mid","West","Mountain",5,14500,726.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8014,2014,"Broomfield",1213.0,86,1299.0,"misdemeanorbondtype",17,85885,5291,4.0,201408014,"CO","Broomfield County",60065,40451,20078,20373,2750,538,4654,200,NA,32309,"suburban","West","Mountain",NA,19740,33.004,2224.0,NA,NA,NA,61.0,13.0,56.0,0.0,2.0,21.0,0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NA,NA,NA,61,7,54,False,NA,NA,NA,5,39,36,6,30,False,NA,NA,False,2,26,0,0,0,0,60693,1077,31,1046,0,15,5,11,115,888,37,6
8014,2014,"Broomfield",285.0,11,296.0,"felonybondtype",17,85885,5291,4.0,201408014,"CO","Broomfield County",60065,40451,20078,20373,2750,538,4654,200,NA,32309,"suburban","West","Mountain",NA,19740,33.004,2224.0,NA,NA,NA,61.0,13.0,56.0,0.0,2.0,21.0,0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NA,NA,NA,61,7,54,False,NA,NA,NA,5,39,36,6,30,False,NA,NA,False,2,26,0,0,0,0,60693,1077,31,1046,0,15,5,11,115,888,37,6
8014,2015,"Broomfield",1082.0,76,1158.0,"misdemeanorbondtype",17,86548,5333,4.9,201508014,"CO","Broomfield County",61706,41485,20624,20861,2903,608,4848,219,NA,32907,"suburban","West","Mountain",NA,19740,33.004,2224.0,NA,NA,NA,61.0,13.0,56.0,0.0,2.0,21.0,0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NA,NA,NA,61,6,55,NA,NA,NA,False,4,38,43,4,39,NA,NA,NA,False,3,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8014,2015,"Broomfield",275.0,17,292.0,"felonybondtype",17,86548,5333,4.9,201508014,"CO","Broomfield County",61706,41485,20624,20861,2903,608,4848,219,NA,32907,"suburban","West","Mountain",NA,19740,33.004,2224.0,NA,NA,NA,61.0,13.0,56.0,0.0,2.0,21.0,0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NA,NA,NA,61,6,55,NA,NA,NA,False,4,38,43,4,39,NA,NA,NA,False,3,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8014,2016,"Broomfield",826.0,262,1088.0,"misdemeanorbondtype",17,86870,6091,5.3,201608014,"CO","Broomfield County",64796,43762,21714,22048,3060,677,5321,239,NA,34465,"suburban","West","Mountain",NA,19740,33.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8014,2016,"Broomfield",265.0,68,333.0,"felonybondtype",17,86870,6091,5.3,201608014,"CO","Broomfield County",64796,43762,21714,22048,3060,677,5321,239,NA,34465,"suburban","West","Mountain",NA,19740,33.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8015,2014,"Chaffee",299.0,103,402.0,"misdemeanorbondtype",11,48840,3938,12.4,201408015,"CO","Chaffee County",18347,11819,5306,6513,94,271,1326,149,NA,9979,"rural","West","Mountain",697,NA,1013.408,1558.0,NA,NA,NA,73.0,13.0,59.0,0.0,1.0,11.0,1,59.0,33.0,0.0,14.0,6.0,1.0,66.0,0.0,0.0,0.0,NA,NA,NA,42,NA,NA,False,0,NA,False,0,35,33,6,27,False,0,NA,False,0,28,3,301,1235,1218,18797,291,15,276,1,4,0,10,50,204,17,5
8015,2014,"Chaffee",103.0,23,126.0,"felonybondtype",11,48840,3938,12.4,201408015,"CO","Chaffee County",18347,11819,5306,6513,94,271,1326,149,NA,9979,"rural","West","Mountain",697,NA,1013.408,1558.0,NA,NA,NA,73.0,13.0,59.0,0.0,1.0,11.0,1,59.0,33.0,0.0,14.0,6.0,1.0,66.0,0.0,0.0,0.0,NA,NA,NA,42,NA,NA,False,0,NA,False,0,35,33,6,27,False,0,NA,False,0,28,3,301,1235,1218,18797,291,15,276,1,4,0,10,50,204,17,5
8015,2015,"Chaffee",290.0,153,443.0,"misdemeanorbondtype",11,50947,4847,11.7,201508015,"CO","Chaffee County",18439,11808,5260,6548,104,304,1331,155,NA,9914,"rural","West","Mountain",697,NA,1013.408,1558.0,NA,NA,NA,73.0,13.0,59.0,0.0,1.0,11.0,1,59.0,33.0,0.0,14.0,6.0,1.0,66.0,0.0,0.0,0.0,NA,NA,NA,39,NA,NA,False,0,NA,False,0,34,27,4,23,False,0,NA,False,3,24,3,301,1235,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8015,2015,"Chaffee",122.0,36,158.0,"felonybondtype",11,50947,4847,11.7,201508015,"CO","Chaffee County",18439,11808,5260,6548,104,304,1331,155,NA,9914,"rural","West","Mountain",697,NA,1013.408,1558.0,NA,NA,NA,73.0,13.0,59.0,0.0,1.0,11.0,1,59.0,33.0,0.0,14.0,6.0,1.0,66.0,0.0,0.0,0.0,NA,NA,NA,39,NA,NA,False,0,NA,False,0,34,27,4,23,False,0,NA,False,3,24,3,301,1235,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8015,2016,"Chaffee",271.0,184,455.0,"misdemeanorbondtype",11,49877,3122,11.4,201608015,"CO","Chaffee County",18582,11835,5274,6561,118,314,1337,151,NA,9915,"rural","West","Mountain",697,NA,1013.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,301,1235,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8015,2016,"Chaffee",129.0,54,183.0,"felonybondtype",11,49877,3122,11.4,201608015,"CO","Chaffee County",18582,11835,5274,6561,118,314,1337,151,NA,9915,"rural","West","Mountain",697,NA,1013.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,301,1235,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,2014,"Cheyenne",41.0,6,47.0,"misdemeanorbondtype",15,52273,4908,13.4,201408017,"CO","Cheyenne County",1869,1147,552,595,8,10,159,10,NA,960,"rural","West","Mountain",626,NA,1778.276,730.0,NA,NA,NA,4.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0,0,0,False,0,False,False,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1915,2,2,0,0,0,0,2,0,0,0,0
8017,2014,"Cheyenne",10.0,3,13.0,"felonybondtype",15,52273,4908,13.4,201408017,"CO","Cheyenne County",1869,1147,552,595,8,10,159,10,NA,960,"rural","West","Mountain",626,NA,1778.276,730.0,NA,NA,NA,4.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0,0,0,False,0,False,False,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1915,2,2,0,0,0,0,2,0,0,0,0
8017,2015,"Cheyenne",44.0,1,45.0,"misdemeanorbondtype",15,50620,5325,11.7,201508017,"CO","Cheyenne County",1834,1123,528,595,7,13,161,11,NA,931,"rural","West","Mountain",626,NA,1778.276,730.0,NA,NA,NA,4.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0,0,0,False,0,False,False,0,0,0,0,0,False,0,False,False,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,2015,"Cheyenne",7.0,1,8.0,"felonybondtype",15,50620,5325,11.7,201508017,"CO","Cheyenne County",1834,1123,528,595,7,13,161,11,NA,931,"rural","West","Mountain",626,NA,1778.276,730.0,NA,NA,NA,4.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0,0,0,False,0,False,False,0,0,0,0,0,False,0,False,False,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,2016,"Cheyenne",71.0,8,79.0,"misdemeanorbondtype",15,50558,5340,14.0,201608017,"CO","Cheyenne County",1811,1096,518,578,7,11,162,13,NA,903,"rural","West","Mountain",626,NA,1778.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,2016,"Cheyenne",11.0,2,13.0,"felonybondtype",15,50558,5340,14.0,201608017,"CO","Cheyenne County",1811,1096,518,578,7,11,162,13,NA,903,"rural","West","Mountain",626,NA,1778.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8019,2014,"Clear Creek",360.0,133,493.0,"misdemeanorbondtype",5,69115,6705,8.5,201408019,"CO","Clear Creek County",9008,6380,3063,3317,47,58,333,59,NA,5883,"suburban","West","Mountain",5,19740,395.199,764.0,NA,NA,NA,47.0,9.0,31.0,0.0,6.0,7.0,1,26.0,34.0,10.0,57.0,1.0,0.0,12.0,2.0,15.0,0.0,NA,NA,NA,34,NA,NA,False,NA,NA,NA,2,28,15,NA,NA,False,NA,NA,False,2,13,0,0,0,0,8789,201,50,151,1,7,0,42,34,101,16,0
8019,2014,"Clear Creek",79.0,4,83.0,"felonybondtype",5,69115,6705,8.5,201408019,"CO","Clear Creek County",9008,6380,3063,3317,47,58,333,59,NA,5883,"suburban","West","Mountain",5,19740,395.199,764.0,NA,NA,NA,47.0,9.0,31.0,0.0,6.0,7.0,1,26.0,34.0,10.0,57.0,1.0,0.0,12.0,2.0,15.0,0.0,NA,NA,NA,34,NA,NA,False,NA,NA,NA,2,28,15,NA,NA,False,NA,NA,False,2,13,0,0,0,0,8789,201,50,151,1,7,0,42,34,101,16,0
8019,2015,"Clear Creek",382.0,141,523.0,"misdemeanorbondtype",5,67262,6917,9.6,201508019,"CO","Clear Creek County",9110,6362,3043,3319,51,67,379,60,NA,5805,"suburban","West","Mountain",5,19740,395.199,764.0,NA,NA,NA,47.0,9.0,31.0,0.0,6.0,7.0,1,26.0,34.0,10.0,57.0,1.0,0.0,12.0,2.0,15.0,0.0,NA,NA,NA,29,NA,NA,False,0,NA,NA,1,24,15,NA,NA,False,0,NA,False,3,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8019,2015,"Clear Creek",63.0,4,67.0,"felonybondtype",5,67262,6917,9.6,201508019,"CO","Clear Creek County",9110,6362,3043,3319,51,67,379,60,NA,5805,"suburban","West","Mountain",5,19740,395.199,764.0,NA,NA,NA,47.0,9.0,31.0,0.0,6.0,7.0,1,26.0,34.0,10.0,57.0,1.0,0.0,12.0,2.0,15.0,0.0,NA,NA,NA,29,NA,NA,False,0,NA,NA,1,24,15,NA,NA,False,0,NA,False,3,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8019,2016,"Clear Creek",393.0,122,515.0,"misdemeanorbondtype",5,68699,6989,8.1,201608019,"CO","Clear Creek County",9233,6382,3056,3326,55,76,398,66,NA,5787,"suburban","West","Mountain",5,19740,395.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8019,2016,"Clear Creek",80.0,6,86.0,"felonybondtype",5,68699,6989,8.1,201608019,"CO","Clear Creek County",9233,6382,3056,3326,55,76,398,66,NA,5787,"suburban","West","Mountain",5,19740,395.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8021,2014,"Conejos",132.0,35,167.0,"misdemeanorbondtype",12,33998,3257,22.9,201408021,"CO","Conejos County",8192,4983,2450,2533,21,23,2804,53,NA,2082,"rural","West","Mountain",264,NA,1287.428,586.5,NA,NA,NA,31.5,8.5,20.0,0.0,0.0,21.0,1,2.0,19.5,5.0,34.0,3.0,0.0,5.5,0.0,2.0,0.0,NA,NA,NA,20,0,20,False,0,NA,NA,5,NA,14,NA,NA,False,0,NA,False,3,NA,0,0,0,0,8324,14,1,13,0,1,0,0,5,8,0,0
8021,2014,"Conejos",36.0,14,50.0,"felonybondtype",12,33998,3257,22.9,201408021,"CO","Conejos County",8192,4983,2450,2533,21,23,2804,53,NA,2082,"rural","West","Mountain",264,NA,1287.428,586.5,NA,NA,NA,31.5,8.5,20.0,0.0,0.0,21.0,1,2.0,19.5,5.0,34.0,3.0,0.0,5.5,0.0,2.0,0.0,NA,NA,NA,20,0,20,False,0,NA,NA,5,NA,14,NA,NA,False,0,NA,False,3,NA,0,0,0,0,8324,14,1,13,0,1,0,0,5,8,0,0
8021,2015,"Conejos",112.0,47,159.0,"misdemeanorbondtype",12,37102,3435,20.2,201508021,"CO","Conejos County",8224,4958,2441,2517,22,25,2805,51,NA,2055,"rural","West","Mountain",264,NA,1287.428,720.0,NA,NA,NA,40.0,11.0,23.0,0.0,0.0,21.0,1,2.0,25.0,5.0,34.0,3.0,0.0,9.0,0.0,2.0,0.0,NA,NA,NA,24,NA,NA,False,0,NA,NA,6,NA,21,NA,NA,False,0,NA,NA,1,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8021,2015,"Conejos",51.0,17,68.0,"felonybondtype",12,37102,3435,20.2,201508021,"CO","Conejos County",8224,4958,2441,2517,22,25,2805,51,NA,2055,"rural","West","Mountain",264,NA,1287.428,720.0,NA,NA,NA,40.0,11.0,23.0,0.0,0.0,21.0,1,2.0,25.0,5.0,34.0,3.0,0.0,9.0,0.0,2.0,0.0,NA,NA,NA,24,NA,NA,False,0,NA,NA,6,NA,21,NA,NA,False,0,NA,NA,1,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8021,2016,"Conejos",115.0,42,157.0,"misdemeanorbondtype",12,34390,3428,22.7,201608021,"CO","Conejos County",8061,4875,2372,2503,28,33,2715,50,NA,2049,"rural","West","Mountain",264,NA,1287.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8021,2016,"Conejos",75.0,27,102.0,"felonybondtype",12,34390,3428,22.7,201608021,"CO","Conejos County",8061,4875,2372,2503,28,33,2715,50,NA,2049,"rural","West","Mountain",264,NA,1287.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8023,2014,"Costilla",121.0,28,149.0,"misdemeanorbondtype",12,27882,2834,28.5,201408023,"CO","Costilla County",3535,2095,1010,1085,20,12,1414,30,NA,619,"rural","West","Mountain",264,NA,1227.593,18.0,NA,NA,NA,15.0,1.0,7.0,0.0,1.0,6.0,0,2.0,4.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,NA,NA,NA,11,NA,NA,False,NA,NA,False,4,NA,5,0,5,False,NA,NA,False,5,NA,0,0,0,0,3536,28,8,20,0,0,0,8,10,7,3,0
8023,2014,"Costilla",34.0,10,44.0,"felonybondtype",12,27882,2834,28.5,201408023,"CO","Costilla County",3535,2095,1010,1085,20,12,1414,30,NA,619,"rural","West","Mountain",264,NA,1227.593,18.0,NA,NA,NA,15.0,1.0,7.0,0.0,1.0,6.0,0,2.0,4.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,NA,NA,NA,11,NA,NA,False,NA,NA,False,4,NA,5,0,5,False,NA,NA,False,5,NA,0,0,0,0,3536,28,8,20,0,0,0,8,10,7,3,0
8023,2015,"Costilla",120.0,21,141.0,"misdemeanorbondtype",12,27944,2875,28.2,201508023,"CO","Costilla County",3554,2086,993,1093,19,12,1412,30,NA,613,"rural","West","Mountain",264,NA,1227.593,18.0,NA,NA,NA,15.0,1.0,7.0,0.0,1.0,6.0,0,2.0,4.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,NA,NA,NA,9,NA,NA,False,NA,NA,False,4,NA,5,0,5,False,0,NA,False,5,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8023,2015,"Costilla",41.0,5,46.0,"felonybondtype",12,27944,2875,28.2,201508023,"CO","Costilla County",3554,2086,993,1093,19,12,1412,30,NA,613,"rural","West","Mountain",264,NA,1227.593,18.0,NA,NA,NA,15.0,1.0,7.0,0.0,1.0,6.0,0,2.0,4.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,NA,NA,NA,9,NA,NA,False,NA,NA,False,4,NA,5,0,5,False,0,NA,False,5,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8023,2016,"Costilla",115.0,24,139.0,"misdemeanorbondtype",12,27211,2845,30.4,201608023,"CO","Costilla County",3569,2043,976,1067,15,19,1363,26,NA,620,"rural","West","Mountain",264,NA,1227.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8023,2016,"Costilla",33.0,17,50.0,"felonybondtype",12,27211,2845,30.4,201608023,"CO","Costilla County",3569,2043,976,1067,15,19,1363,26,NA,620,"rural","West","Mountain",264,NA,1227.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8025,2014,"Crowley",54.0,20,74.0,"misdemeanorbondtype",16,32570,3218,40.5,201408025,"CO","Crowley County",5321,4028,922,3106,51,478,1282,72,NA,2145,"rural","West","Mountain",159,NA,787.428,137.0,NA,NA,NA,5.0,2.0,3.0,0.0,1.0,1.0,0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,11,0,11,False,NA,NA,NA,3,4,9,0,9,False,0,NA,False,3,NA,2,553,2160,2727,5231,7,2,5,0,0,0,2,4,1,0,0
