yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
197008011,1970,8011,CO,Bent County,6497,3871,1755,2116,,21,,,30,3820,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197108011,1971,8011,CO,Bent County,6533,3920,1778,2142,,20,,,33,3867,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197208011,1972,8011,CO,Bent County,6433,3890,1768,2122,,20,,,32,3838,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197308011,1973,8011,CO,Bent County,6038,3643,1657,1986,,18,,,37,3588,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197408011,1974,8011,CO,Bent County,6140,3760,1715,2045,,16,,,38,3706,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197508011,1975,8011,CO,Bent County,6401,3987,1825,2162,,15,,,41,3931,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197608011,1976,8011,CO,Bent County,6286,3909,1801,2108,,15,,,42,3852,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197708011,1977,8011,CO,Bent County,6176,3824,1778,2046,,13,,,42,3769,rural,West,Mountain,500,,1512.865,0,,,,1,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,6686,47,9,38,1,2,0,6,18,16,4,0
197808011,1978,8011,CO,Bent County,5887,3613,1691,1922,,14,,,41,3558,rural,West,Mountain,500,,1512.865,52.1429,,,,1,0,1,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,6402,40,6,34,0,2,1,3,23,8,3,0
197908011,1979,8011,CO,Bent County,6015,3703,1748,1955,,13,,,41,3649,rural,West,Mountain,500,,1512.865,48.11432,,,,1,0,1,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
198008011,1980,8011,CO,Bent County,5944,3644,1730,1914,,13,,,48,3583,rural,West,Mountain,500,,1512.865,44.08574,,,,1,0,1,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,3104,45,5,40,0,3,0,2,12,26,2,0
198108011,1981,8011,CO,Bent County,5907,3623,1715,1908,,14,,,48,3561,rural,West,Mountain,500,,1512.865,40.05716,,,,1,0,1,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,6096,191,16,175,0,2,0,14,50,108,17,0
198208011,1982,8011,CO,Bent County,5837,3582,1693,1889,,13,,,48,3521,rural,West,Mountain,500,,1512.865,36.02858,,,,1,0,1,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,3284,50,12,38,0,2,0,10,8,30,0,0
198308011,1983,8011,CO,Bent County,5997,3672,1739,1933,,13,,,46,3613,rural,West,Mountain,500,,1512.865,32,,,,1,0,1,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,183,725,745,6458,239,45,194,0,4,0,41,66,122,5,1
198408011,1984,8011,CO,Bent County,5937,3635,1719,1916,,13,,,46,3576,rural,West,Mountain,500,,1512.865,84,,,,1.6,0,1.8,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,5985,205,44,161,1,0,1,42,63,96,2,0
198508011,1985,8011,CO,Bent County,5872,3598,1697,1901,,21,,,48,3529,rural,West,Mountain,500,,1512.865,136,,,,2.2,0,2.6,,,,,,1,0,1,0,0,0,0,0,0,,,,4,0,4,0,0,,0,4,,4,0,4,0,0,,0,4,,1,183,725,745,5999,177,29,148,1,1,0,27,52,89,6,1
198608011,1986,8011,CO,Bent County,5739,3507,1650,1857,,21,,,48,3438,rural,West,Mountain,500,,1512.865,188,,,,2.8,0,3.4,,,,,,1,0,1,0,0,0,0,0,0,,,,4,0,4,0,0,,0,4,,4,0,4,0,0,,0,4,,1,183,725,745,6088,187,25,162,0,1,0,24,72,82,6,2
198708011,1987,8011,CO,Bent County,5586,3388,1591,1797,,22,,,48,3318,rural,West,Mountain,500,,1512.865,240,,,,3.4,0,4.2,,,,,,1,0,1,0,0,0,0,0,0,,,,4,0,4,0,0,,,4,,,,,,,,,,,1,183,725,745,5852,137,8,129,1,0,0,7,61,60,7,1
198808011,1988,8011,CO,Bent County,5377,3237,1516,1721,,21,,,46,3170,rural,West,Mountain,500,,1512.865,292,,,,4,0,5,,,,,,1,0,1,0,0,0,0,0,0,,,,7,0,7,0,,,,7,,,,,,,,,,,1,183,725,745,5589,105,5,100,0,0,0,5,37,58,5,0
198908011,1989,8011,CO,Bent County,5160,3084,1441,1643,,21,,,46,3017,rural,West,Mountain,500,,1512.865,274.9351,,,,4.2,0,5,,,,,,1.181818,0,1.181818,0,0,0,0,0,0,,,,9,0,9,0,,5,,4,,5,0,5,0,0,,0,5,,1,183,725,745,5426,98,9,89,0,1,0,8,32,49,7,1
199008011,1990,8011,CO,Bent County,5028,2973,1397,1576,7,14,800,22,,2130,rural,West,Mountain,500,,1512.865,257.8701,,,,4.4,0,5,0,0,3.363636,0,2.909091,1.363636,0,1.363636,0,0,0,0,0,0,,,,7,0,7,0,,,,7,,,,,,,,,,,1,183,725,745,5048,89,6,83,0,1,0,5,27,55,1,0
199108011,1991,8011,CO,Bent County,4928,2916,1379,1537,7,15,786,22,,2086,rural,West,Mountain,500,,1512.865,240.8052,,,,4.6,0,5,0,0,3.545455,0,3.363636,1.545455,0,1.545455,0,0,0,0,0,0,,,,8,,,0,,5,,3,,4,,,0,0,,,4,0,1,183,725,745,5174,61,10,51,0,1,2,7,15,32,2,2
199208011,1992,8011,CO,Bent County,4988,2964,1422,1542,7,15,809,23,,2110,rural,West,Mountain,500,,1512.865,223.7402,,,,4.8,0,5,0,0,3.727273,0,3.818182,1.727273,0,1.727273,0,0,0,0,0,0,,,,12,,,0,,7,,5,,6,0,6,0,0,,,6,,1,183,725,745,5316,113,20,93,0,1,1,18,31,58,2,2
199308011,1993,8011,CO,Bent County,5415,3351,1468,1883,7,82,936,27,,2299,rural,West,Mountain,500,,1512.865,206.6753,,,,5,0,5,0,0,3.909091,0,4.272727,1.909091,0,1.909091,0,0,0,0,0,0,,,,15,,,0,,9,,2,4,6,,,0,0,4,,2,,1,183,725,745,,,,,,,,,,,,
199408011,1994,8011,CO,Bent County,5488,3394,1494,1900,7,82,947,28,,2330,rural,West,Mountain,500,,1512.865,189.6104,,,,5.833333,0,6.333333,0,0,4.090909,0,4.727273,2.090909,0,2.090909,0,0,0,0,0,0,,,,14,,,0,,8,,6,,,,,,,,,,,1,183,725,745,2657,42,3,39,0,0,0,3,10,26,3,0
199508011,1995,8011,CO,Bent County,5579,3480,1545,1935,7,83,987,28,,2375,rural,West,Mountain,500,,1512.865,172.5454,,,,6.666667,0,7.666667,0,0,4.272727,0,5.181818,2.272727,0,2.272727,0,0,0,0,0,0,,,,19,,,0,,11,,3,5,6,,,0,0,,0,6,,1,183,725,745,5241,97,56,41,0,0,0,56,33,8,0,0
199608011,1996,8011,CO,Bent County,5610,3509,1558,1951,12,91,998,37,,2371,rural,West,Mountain,500,,1512.865,155.4805,,,,7.5,0,9,0,0,4.454545,0,5.636364,2.454545,0,2.454545,0,0,0,0,0,0,,,,21,,,0,,9,,3,9,9,0,9,0,0,,,4,5,1,183,725,745,5347,138,22,116,0,3,1,18,31,78,4,3
199708011,1997,8011,CO,Bent County,5539,3460,1551,1909,12,92,984,36,,2336,rural,West,Mountain,500,,1512.865,138.4156,,,,8.333333,0,10.33333,0,0,4.636364,0,6.090909,2.636364,0,2.636364,0,0,0,0,0,0,,,,21,0,21,0,,10,,2,9,7,0,7,0,0,,0,3,4,1,183,725,745,5444,174,21,153,2,0,1,18,30,110,11,2
199808011,1998,8011,CO,Bent County,5960,3886,1589,2297,12,191,1132,50,,2501,rural,West,Mountain,500,,1512.865,121.3506,,,,9.166667,0,11.66667,0,0,4.818182,0,6.545455,2.818182,0,2.818182,0,0,0,0,0,0,,,,34,0,34,0,,18,,2,14,18,0,18,0,0,11,0,0,7,1,183,725,745,5590,142,18,124,0,1,0,17,19,99,4,2
199908011,1999,8011,CO,Bent County,6049,3944,1612,2332,12,196,1171,49,,2516,rural,West,Mountain,500,,1512.865,104.2857,,,,10,0,13,0,1,5,0,7,3,0,3,3,0,0,0,0,0,,,,36,0,36,0,,19,0,1,16,19,0,19,0,0,9,0,0,10,1,183,725,745,5615,134,19,115,0,0,1,18,21,85,9,0
200008011,2000,8011,CO,Bent County,5954,3876,1579,2297,23,194,1168,60,,2431,rural,West,Mountain,500,,1512.865,130.3571,469,73,396,14.5,0,16,0,1,7.666667,0,7.666667,5.333333,0,5.166667,2.833333,0,0,0,0,0,35,5,30,43,0,43,0,,24,,3,16,17,0,17,0,0,10,,1,6,1,183,725,745,5998,137,24,113,0,3,2,19,17,88,8,0
200108011,2001,8011,CO,Bent County,5841,3825,1529,2296,24,207,1201,59,,2334,rural,West,Mountain,500,,1512.865,156.4286,524,104,420,19,0,19,0,1,10.33333,0,8.333333,7.666667,0,7.333333,2.666667,0,0,0,0,0,10,3,10,38,0,38,0,,20,0,2,16,17,0,17,0,0,8,,1,8,1,183,725,745,6160,110,16,94,1,1,0,14,18,66,8,2
200208011,2002,8011,CO,Bent County,5973,3990,1527,2463,27,250,1228,61,,2424,rural,West,Mountain,500,,1512.865,182.5,413,42,371,23.5,0,22,0,1,13,0,9,10,0,9.5,2.5,0,0,0,0,0,13,1,12,42,0,42,0,,23,,5,14,18,0,18,0,,9,,4,5,1,183,725,745,6284,81,8,73,0,0,3,5,15,51,6,1
200308011,2003,8011,CO,Bent County,6166,4265,1491,2774,32,309,1304,65,,2555,rural,West,Mountain,500,,1512.865,208.5714,444,111,333,28,0,25,0,1,15.66667,0,9.666667,12.33333,0,11.66667,2.333333,0,0,0,0,0,24,4,20,39,0,39,0,,21,,4,14,17,0,17,0,0,11,0,0,6,1,183,725,745,5773,132,25,107,0,0,0,25,35,67,2,3
200408011,2004,8011,CO,Bent County,6180,4292,1466,2826,35,324,1299,67,,2567,rural,West,Mountain,500,,1512.865,234.6429,469,108,361,32.5,0,28,0,1,18.33333,0,10.33333,14.66667,0,13.83333,2.166667,0,0,0,0,0,32,5,27,35,0,35,0,,20,0,3,12,12,0,12,0,0,7,0,0,5,1,183,725,745,5676,74,15,59,0,2,0,13,14,42,2,1
200508011,2005,8011,CO,Bent County,6118,4312,1462,2850,35,330,1336,64,,2547,rural,West,Mountain,500,,1512.865,260.7143,500,104,344,37,2,31,0,1,21,0,11,17,1,16,2,0,19,0,0,0,32,6,32,38,,,0,4,21,0,0,13,19,,,0,,12,0,1,6,1,183,725,745,5688,123,16,107,0,2,0,14,43,56,7,1
200608011,2006,8011,CO,Bent County,6012,4217,1418,2799,37,329,1295,58,,2498,rural,West,Mountain,500,,1512.865,295.25,427,101,326,36.25,2.375,30.25,0,1,20.75,0,10.875,17.625,1,16,2.5,0,17.75,0,0,0,34,7,27,34,5,29,0,4,16,0,0,14,10,,,0,,,0,5,5,1,183,725,745,5663,119,14,105,0,0,0,14,28,73,2,2
200708011,2007,8011,CO,Bent County,5715,4021,1319,2702,39,325,1259,56,,2342,rural,West,Mountain,500,,1512.865,329.7857,327,27,300,35.5,2.75,29.5,0,1,20.5,0,10.75,18.25,1,16,3,0,16.5,0,0,0,25,3,22,32,5,27,0,,15,,4,13,12,0,12,0,,5,,2,5,1,183,725,745,5540,88,5,83,1,2,0,2,17,54,10,2
200808011,2008,8011,CO,Bent County,5962,4220,1301,2919,41,369,1309,59,,2442,rural,West,Mountain,500,,1512.865,364.3214,327,9,318,34.75,3.125,28.75,0,1,20.25,0,10.625,18.875,1,16,3.5,0,15.25,0,0,0,30,3,27,29,,,0,,15,,4,10,15,,,0,,7,0,2,6,1,183,725,745,5834,100,10,90,0,1,1,8,22,63,4,1
200908011,2009,8011,CO,Bent County,6425,4658,1331,3327,48,465,1453,72,,2620,rural,West,Mountain,500,,1512.865,398.8571,338,44,294,34,3.5,28,0,1,20,0,10.5,19.5,1,16,4,0,14,0,0,0,26,3,23,23,0,23,0,4,10,0,0,9,13,0,13,0,,4,0,3,6,1,183,725,745,5907,63,7,56,0,1,1,5,7,41,8,0
201008011,2010,8011,CO,Bent County,6499,4709,1323,3386,48,475,1437,72,,2677,rural,West,Mountain,500,,1512.865,433.3929,350,80,270,33.25,3.875,27.25,0,1,19.75,0,10.375,20.125,1,16,4.5,0,12.75,0,0,0,32,5,27,26,,,0,4,11,0,0,11,15,,,0,,7,0,3,5,1,183,725,745,6499,117,8,109,0,2,1,5,24,79,5,1
201108011,2011,8011,CO,Bent County,6501,4716,1328,3388,49,477,1442,74,,2674,rural,West,Mountain,500,,1512.865,467.9286,338,65,273,32.5,4.25,26.5,0,1,19.5,0,10.25,20.75,1,16,5,0,11.5,0,0,0,35,5,30,24,0,24,0,,11,0,3,10,9,0,9,0,,4,0,5,,1,183,725,745,6612,50,7,43,0,1,1,5,15,26,0,2
201208011,2012,8011,CO,Bent County,6328,4596,1293,3303,53,453,1423,75,,2592,rural,West,Mountain,500,,1512.865,502.4643,230,50,180,31.75,4.625,25.75,0,1,19.25,0,10.125,21.375,1,16,5.5,0,10.25,0,0,0,20,3,17,23,0,23,0,,11,0,2,10,10,0,10,0,0,,0,2,8,1,183,725,745,6336,103,14,89,0,0,1,13,37,50,2,0
201308011,2013,8011,CO,Bent County,5816,4097,1239,2858,60,365,1288,58,,2326,rural,West,Mountain,500,,1512.865,537,537,134,403,31,5,25,0,1,19,0,10,22,1,16,6,0,9,0,0,0,31,7,24,24,,,0,,14,0,2,8,17,,,0,0,10,,1,6,1,183,725,745,5586,99,10,89,0,2,0,8,28,57,3,1
201408011,2014,8011,CO,Bent County,5733,4051,1213,2838,67,370,1296,62,,2256,rural,West,Mountain,500,,1512.865,537,,,,31,5,25,0,1,19,0,10,22,1,16,6,0,9,0,0,0,,,,25,,,0,,15,0,2,8,13,,,0,0,9,0,0,4,1,183,725,745,5534,81,8,73,0,1,1,6,28,39,6,0
201508011,2015,8011,CO,Bent County,5784,4086,1143,2943,70,415,1338,63,,2200,rural,West,Mountain,500,,1512.865,537,,,,31,5,25,0,1,19,0,10,22,1,16,6,0,9,0,0,0,,,,24,,,0,,16,0,1,7,12,,,0,,6,0,1,5,1,183,725,745,,,,,,,,,,,,
201608011,2016,8011,CO,Bent County,5893,4162,1165,2997,77,424,1345,68,,2248,rural,West,Mountain,500,,1512.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,183,725,745,,,,,,,,,,,,
197008013,1970,8013,CO,Boulder County,133670,87264,43396,43868,,488,,,815,85961,small/mid,West,Mountain,5,14500,726.367,0,,,,38,2,32,,,,,,26,1,23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197108013,1971,8013,CO,Boulder County,140807,93297,46101,47196,,581,,,978,91738,small/mid,West,Mountain,5,14500,726.367,0,,,,42.375,2.125,36.75,,,,,,27.75,1.25,24.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197208013,1972,8013,CO,Boulder County,151309,101925,50127,51798,,690,,,1173,100062,small/mid,West,Mountain,5,14500,726.367,0,,,,46.75,2.25,41.5,,,,,,29.5,1.5,26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197308013,1973,8013,CO,Boulder County,159508,109076,53438,55638,,787,,,1356,106933,small/mid,West,Mountain,5,14500,726.367,0,,,,51.125,2.375,46.25,,,,,,31.25,1.75,27.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197408013,1974,8013,CO,Boulder County,166450,115167,56313,58854,,878,,,1524,112765,small/mid,West,Mountain,5,14500,726.367,0,,,,55.5,2.5,51,,,,,,33,2,29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197508013,1975,8013,CO,Boulder County,166672,116406,56771,59635,,931,,,1641,113834,small/mid,West,Mountain,5,14500,726.367,0,,,,59.875,2.625,55.75,,,,,,34.75,2.25,30.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197608013,1976,8013,CO,Boulder County,169121,119513,58244,61269,,1004,,,1780,116729,small/mid,West,Mountain,5,14500,726.367,0,,,,64.25,2.75,60.5,,,,,,36.5,2.5,32,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
197708013,1977,8013,CO,Boulder County,178123,127252,62034,65218,,1105,,,1982,124165,small/mid,West,Mountain,5,14500,726.367,0,,,,68.625,2.875,65.25,,,,,,38.25,2.75,33.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,167561,11454,411,11043,4,30,106,271,2627,7855,561,0
197808013,1978,8013,CO,Boulder County,183436,132432,64496,67936,,1191,,,2160,129081,small/mid,West,Mountain,5,14500,726.367,4797.143,,,,73,3,70,,,,,,40,3,35,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,174653,12296,549,11747,6,49,109,385,2878,8118,751,0
197908013,1979,8013,CO,Boulder County,187127,136287,66298,69989,,1260,,,2314,132713,small/mid,West,Mountain,5,14500,726.367,5206.314,,,,77,3.6,73.4,,,,,,45.8,3.285714,38,0,0,1.2,0,1.37037,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,,,,,,,,,,,,
198008013,1980,8013,CO,Boulder County,191018,139903,67994,71909,,1333,,,2549,136021,small/mid,West,Mountain,5,14500,726.367,5615.485,,,,81,4.2,76.8,,,,,,51.6,3.571429,41,0,0,1.4,0,1.740741,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,181402,13925,642,13283,6,46,128,462,3043,9401,738,101
198108013,1981,8013,CO,Boulder County,195710,143580,69732,73848,,1364,,,2834,139382,small/mid,West,Mountain,5,14500,726.367,6024.657,,,,85,4.8,80.2,,,,,,57.4,3.857143,44,0,0,1.6,0,2.111111,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,192483,14556,870,13686,9,58,124,679,3077,9898,658,53
198208013,1982,8013,CO,Boulder County,200829,147543,71828,75715,,1395,,,3124,143024,small/mid,West,Mountain,5,14500,726.367,6433.829,,,,89,5.4,83.6,,,,,,63.2,4.142857,47,0,0,1.8,0,2.481482,0,,,,,,,,,,,,,,,,,,,,,,1,0,64,69,196577,14042,836,13206,4,64,107,661,2923,9624,587,72
198308013,1983,8013,CO,Boulder County,206441,151510,73893,77617,,1428,,,3388,146694,small/mid,West,Mountain,5,14500,726.367,6843,,,,93,6,87,,,,,,69,4.428571,50,0,0,2,0,2.851852,0,,,,,,,,,,,,,56,,,0,8,9,,2,37,1,0,64,69,203913,13151,728,12423,6,44,105,573,2641,9106,561,115
198408013,1984,8013,CO,Boulder County,211211,155078,75752,79326,,1454,,,3667,149957,small/mid,West,Mountain,5,14500,726.367,7519.5,,,,111.5,6.5,105,,,,,,65,4.714286,53,0,0,6,0,3.222222,0,,,,103,,,,11,18,,4,70,73,,,0,9,8.5,,2.5,53,1,0,64,69,207593,12793,636,12157,2,49,92,493,2519,8960,624,54
198508013,1985,8013,CO,Boulder County,213941,157120,76716,80404,,1464,,,3923,151733,small/mid,West,Mountain,5,14500,726.367,8196,,,,130,7,123,,,,,,61,5,56,5,0,10,0,3.592592,0,,,,114,,,0,13,16,0,0,85,90,,,0,10,8,,3,69,1,0,64,69,212397,13633,646,12987,9,74,92,471,2796,9412,670,109
198608013,1986,8013,CO,Boulder County,215970,158438,77408,81030,,1476,,,4163,152799,small/mid,West,Mountain,5,14500,726.367,13841,,,,158,14,166,,,,,,92,9,83,12,0,14,0,3.962963,0,,,,113,4,109,0,17,17,,2,77,96,5,91,0,8,12,,2,74,1,0,64,69,214687,14274,716,13558,5,80,104,527,2945,9905,628,80
198708013,1987,8013,CO,Boulder County,218022,159282,77886,81396,,1480,,,4398,153404,small/mid,West,Mountain,5,14500,726.367,8969,,,,167,11,151,,,,,,109,8,101,9,0,2,0,4.333333,0,,,,133,6,127,0,17,18,,4,94,117,6,111,0,9,19,,4,85,1,0,64,69,216323,13207,666,12541,7,77,81,501,2556,9319,541,125
198808013,1988,8013,CO,Boulder County,219917,160118,78383,81735,,1482,,,4646,153990,small/mid,West,Mountain,5,14500,726.367,7500,,,,206,8,198,,,,,,137,8,129,27,0,2.8,0,4.703704,0,,,,209,7,202,0,26,29,4,2,148,113,4,109,0,10,14,,5,84,1,0,64,69,216392,13098,712,12386,3,74,66,569,2446,9276,538,126
198908013,1989,8013,CO,Boulder County,223510,162307,79554,82753,,1505,,,4956,155846,small/mid,West,Mountain,5,14500,726.367,9072,,,,257,18,239,,,,,,154,15,139,45,0,3.6,0,5.074074,0,,,,255,8,247,4,29,44,,3,175,129,6,123,4,12,29,0,1,83,1,0,64,69,218956,13265,673,12592,2,71,91,509,2349,9597,528,118
199008013,1990,8013,CO,Boulder County,226374,163456,80200,83256,4103,1444,10128,784,,146997,small/mid,West,Mountain,5,14500,726.367,8974,,,,240,21,212,0,11,35,4.25,187,93,8,85,20,0,4.4,0,5.444445,0,,,,257,8,249,,27,41,,7,182,104,4,100,,8,24,,3,69,1,0,64,69,225339,13290,619,12671,6,107,70,436,2494,9611,480,86
199108013,1991,8013,CO,Boulder County,232846,168156,82394,85762,4366,1515,10896,814,,150565,small/mid,West,Mountain,5,14500,726.367,8649,,,,278,22,256,0,14,42,5,217,103,8,95,27,0,5.2,0,5.814815,0,,,,281,6,275,5,30,54,4,2,186,104,4,100,,5,30,,6,63,1,0,64,69,230983,14254,639,13615,6,88,87,458,2422,10569,505,119
199208013,1992,8013,CO,Boulder County,240430,173565,84829,88736,4696,1568,11655,857,,154789,small/mid,West,Mountain,5,14500,726.367,8970.266,,,,272,21,245,1,15,37,4,209,93,6,87,34,0,6,0,6.185185,0,,,,339,13,326,,31,71,6,4,227,177,9,168,0,9,47,,7,114,1,0,64,69,237340,13399,582,12817,0,95,68,419,2070,9987,630,130
199308013,1993,8013,CO,Boulder County,247405,179068,87427,91641,5043,1624,12586,885,,158930,small/mid,West,Mountain,5,14500,726.367,9291.53,,,,285,15,270,3,11,54,2.5,213,89,6,83,26,0,7.333333,0,6.555555,0,,,,360,21,339,4,29,80,8,2,237,164,14,150,,10,47,6,2,99,1,0,64,69,,,,,,,,,,,,
199408013,1994,8013,CO,Boulder County,254324,184829,90176,94653,5383,1697,13552,922,,163275,small/mid,West,Mountain,5,14500,726.367,9612.796,,,,304,18,307,3,61,13,1,247,96.5,7.25,89.25,25.2,0,8.666667,0,6.925926,0,,,,378,18,360,5,28,80,9,3,253,153,7,146,,7,36,5,17,88,1,0,64,69,250086,13719,507,13212,8,91,88,320,2309,10269,498,136
199508013,1995,8013,CO,Boulder County,259520,189195,92254,96941,5737,1734,14497,958,,166269,small/mid,West,Mountain,5,14500,726.367,9934.062,,,,363,21,373,5,20,63,2,304,104,8.5,95.5,24.4,0,10,0,7.296296,0,,,,370,15,355,7,31,78,9,1,244,150,6,144,,15,40,0,3,92,1,0,64,69,254427,13688,626,13062,9,112,102,403,2530,9794,601,137
199608013,1996,8013,CO,Boulder County,264630,192983,94083,98900,5985,1784,15547,992,,168675,small/mid,West,Mountain,5,14500,726.367,10255.33,,,,392,39,437,5,24,76,2,369,111.5,9.75,101.75,23.6,0,11.33333,0,7.666667,0,,,,425,12,413,9,36,97,7,2,274,208,6,202,,19,64,5,4,116,1,0,64,69,259584,13551,616,12935,3,131,127,355,2166,9975,693,101
199708013,1997,8013,CO,Boulder County,270744,197434,96142,101292,6312,1850,16643,1014,,171615,small/mid,West,Mountain,5,14500,726.367,10576.59,,,,389,31,358,4,26,68,5,290,119,11,108,22.8,0,12.66667,0,8.037037,0,,,,451,20,431,10,40,112,7,1,281,206,18,188,,18,60,,8,120,1,0,64,69,264335,12823,663,12160,5,124,113,421,2371,8956,690,143
199808013,1998,8013,CO,Boulder County,277562,202197,98359,103838,6680,1936,17877,1053,,174651,small/mid,West,Mountain,5,14500,726.367,10897.86,,,,373,34,341,3,18,68,4,282,167,16,151,22,0,14,0,8.407408,0,,,,480,25,455,10,31,103,7,0,329,233,17,216,,11,62,,5,155,1,0,64,69,265549,12060,750,11310,5,163,91,491,2143,8357,646,164
199908013,1999,8013,CO,Boulder County,285901,208734,101421,107313,7128,2022,19336,1085,,179163,small/mid,West,Mountain,5,14500,726.367,11523.57,,,,384,24,363,4,20,85,3,275,163,15,148,374,0,10.66667,0,8.777778,0,,,,509,26,483,11,39,119,9,0,331,233,15,218,,22,66,5,2,138,1,0,64,69,273006,8626,508,8118,5,93,61,349,1422,6158,399,139
200008013,2000,8013,CO,Boulder County,271574,199454,96765,102689,7074,1939,19629,1064,,169748,small/mid,West,Mountain,5,14500,726.367,11627.86,4440,818,3622,374,38,358,6,16,72,7,295,192,20,172,8,0,7.333333,0,9.148149,0,342,25,317,484,18,466,13,33,118,7,0,313,196,11,185,7,8,58,4,0,119,1,0,64,69,291288,9341,784,8557,3,104,82,595,1613,6302,457,185
200108013,2001,8013,CO,Boulder County,277597,204651,99278,105373,7475,2024,20778,1076,,173298,small/mid,West,Mountain,5,14500,726.367,11002.14,6506,720,5786,375,33,347,4,21,78,4,273,175,15,160,20,0,4,0,9.518518,0,384,33,351,476,19,457,14,31,109,7,0,315,230,16,214,,14,64,6,2,144,1,0,64,69,297742,8110,499,7611,0,82,71,346,1270,5723,425,193
