yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
197008001,1970,8001,CO,Adams County,187385,113058,56877,56181,,921,,,1621,110516,suburban,West,Mountain,5,19740,1167.272,0,,,,70,0,70,,,,,,44,0,44,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197108001,1971,8001,CO,Adams County,193790,118936,59755,59181,,1149,,,1865,115922,suburban,West,Mountain,5,19740,1167.272,0,,,,68.25,0,68,,,,,,41.625,0,39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197208001,1972,8001,CO,Adams County,203923,127716,64092,63624,,1428,,,2136,124152,suburban,West,Mountain,5,19740,1167.272,0,,,,66.5,0,66,,,,,,39.25,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197308001,1973,8001,CO,Adams County,211821,135212,67853,67359,,1712,,,2380,131120,suburban,West,Mountain,5,19740,1167.272,0,,,,64.75,0,64,,,,,,36.875,0,29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197408001,1974,8001,CO,Adams County,214691,139353,69876,69477,,1984,,,2561,134808,suburban,West,Mountain,5,19740,1167.272,0,,,,63,0,62,,,,,,34.5,0,24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197508001,1975,8001,CO,Adams County,218817,144173,72273,71900,,2289,,,2741,139143,suburban,West,Mountain,5,19740,1167.272,0,,,,61.25,0,60,,,,,,32.125,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197608001,1976,8001,CO,Adams County,224437,149888,75297,74591,,2604,,,2906,144378,suburban,West,Mountain,5,19740,1167.272,0,,,,59.5,0,58,,,,,,29.75,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197708001,1977,8001,CO,Adams County,227869,153172,77395,75777,,2813,,,2965,147394,suburban,West,Mountain,5,19740,1167.272,0,,,,57.75,0,56,,,,,,27.375,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,221551,18519,1124,17395,8,75,304,737,4653,11481,1261,0
197808001,1978,8001,CO,Adams County,239597,162582,82204,80378,,3248,,,3195,156139,suburban,West,Mountain,5,19740,1167.272,5318.571,,,,56,4,54,,,,,,25,3,4,3,0,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,223968,17420,1217,16203,14,94,322,787,4290,10821,1092,0
197908001,1979,8001,CO,Adams County,245961,168150,85027,83123,,3640,,,3340,161170,suburban,West,Mountain,5,19740,1167.272,5283.257,,,,73,4.6,70,,,,,,36.8,3.714286,14.85714,6.4,0,28.125,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
198008001,1980,8001,CO,Adams County,247223,169983,85595,84388,,4198,,,3681,162104,suburban,West,Mountain,5,19740,1167.272,5247.943,,,,90,5.2,86,,,,,,48.6,4.428571,25.71428,9.8,0,38.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,131627,12018,814,11204,5,55,223,531,3000,7565,611,28
198108001,1981,8001,CO,Adams County,251347,172881,86873,86008,,4405,,,3969,164507,suburban,West,Mountain,5,19740,1167.272,5212.628,,,,107,5.8,102,,,,,,60.4,5.142857,36.57143,13.2,0,48.375,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,251980,20462,1479,18983,21,105,364,989,5323,12386,1128,146
198208001,1982,8001,CO,Adams County,258861,178075,89533,88542,,4670,,,4318,169087,suburban,West,Mountain,5,19740,1167.272,5177.314,,,,124,6.4,118,,,,,,72.2,5.857143,47.42857,16.6,0,58.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,258953,19588,1264,18324,20,90,305,849,4572,12550,1104,98
198308001,1983,8001,CO,Adams County,262150,179898,90440,89458,,4840,,,4561,170497,suburban,West,Mountain,5,19740,1167.272,5142,,,,141,7,134,,,,,,84,6.571429,58.28571,20,0,68.625,0,0,0,,,,,,,,,,,,,160,15,145,0,32,34,,4,90,1,0,205,226,266943,18180,1280,16900,15,107,281,877,3770,12087,949,94
198408001,1984,8001,CO,Adams County,264810,181687,91320,90367,,5014,,,4833,171840,suburban,West,Mountain,5,19740,1167.272,6607.5,,,,157,8.5,148.5,,,,,,86,7.285714,69.14286,22.5,0,78.75,0,0,0,,,,232,14,218,,36,62,,6,128,159.5,12.5,147,0,31,38,,3.5,87,1,0,205,226,225240,16534,1298,15236,11,88,279,920,3405,10676,1024,131
198508001,1985,8001,CO,Adams County,266974,183101,91837,91264,,5167,,,5109,172825,suburban,West,Mountain,5,19740,1167.272,8073,,,,173,10,163,,,,,,88,8,80,25,0,88.875,0,0,0,,,,221,10,211,,43,63,,3,112,159,10,149,0,30,42,,3,84,1,0,205,226,276147,22005,1402,20603,13,112,309,968,5174,13620,1641,168
198608001,1986,8001,CO,Adams County,267683,183289,91819,91470,,5294,,,5358,172637,suburban,West,Mountain,5,19740,1167.272,6535,,,,432,44,394,,,,,,214,29,185,38,0,99,0,0,0,,,,259,16,243,0,51,73,,2,133,232,11,221,0,44,55,,1,132,1,0,205,226,279135,21165,1470,19695,17,108,358,987,5157,12665,1690,183
198708001,1987,8001,CO,Adams County,268488,182855,91531,91324,,5414,,,5601,171840,suburban,West,Mountain,5,19740,1167.272,6765,,,,410,13,371,,,,,,162,5,157,55,0,20,0,1,0,,,,321,14,307,0,62,85,,4,170,243,13,230,0,54,58,0,2,129,1,0,205,226,280796,20019,1448,18571,16,124,364,944,4393,12618,1410,150
198808001,1988,8001,CO,Adams County,266683,180778,90446,90332,,5480,,,5808,169490,suburban,West,Mountain,5,19740,1167.272,5090,,,,328,51,413,,,,,,260,25,235,3,0,25,0,8,4,,,,423,16,407,0,80,118,,7,218,203,5,198,0,35,58,0,3,107,1,0,205,226,279773,18843,1342,17501,17,103,266,956,4082,11910,1367,142
198908001,1989,8001,CO,Adams County,263397,177828,88970,88858,,5521,,,6001,166306,suburban,West,Mountain,5,19740,1167.272,10562,,,,512,38,495,,,,,,208,13,195,115,0,30,0,7.3,5.071429,,,,568,28,540,,117,143,,14,294,327,26,301,,69,60,0,32,166,1,0,205,226,282362,19396,1375,18021,4,116,204,1051,3903,12512,1469,137
199008001,1990,8001,CO,Adams County,266629,178638,89354,89284,4229,5359,32250,1272,,135528,suburban,West,Mountain,5,19740,1167.272,11513,,,,558,41,540,2,103,71,2.5,405,227,14,213,125,0,33,0,6.6,6.142857,,,,549,26,523,,113,148,6,8,274,227,15,212,,38,51,,43,95,1,0,205,226,265038,19849,1580,18269,6,144,239,1191,3777,13069,1285,138
199108001,1991,8001,CO,Adams County,274311,183949,91762,92187,4494,5582,34609,1344,,137920,suburban,West,Mountain,5,19740,1167.272,11140,,,,508,21,336,1.5,75,39,2.25,243,176,10,166,17,0,31.5,0,5.9,7.214286,,,,608,32,576,,133,155,6,9,305,233,16,217,0,49,62,,12,110,1,0,205,226,271678,19541,1687,17854,10,158,249,1270,3653,12719,1323,159
199208001,1992,8001,CO,Adams County,284362,191021,94893,96128,4873,5720,37191,1426,,141811,suburban,West,Mountain,5,19740,1167.272,11746.02,,,,457,31,471,1,117,30,2,352,226,18,208,74,0,30,0,5.2,8.285714,,,,646,37,609,,158,170,9,13,296,306,16,290,,53,69,6,56,122,1,0,205,226,279154,19404,1858,17546,14,154,290,1400,3476,12311,1610,149
199308001,1993,8001,CO,Adams County,293995,197946,98108,99838,5284,5887,40264,1514,,144997,suburban,West,Mountain,5,19740,1167.272,12352.04,,,,519,42,477,2,114,18,4,356,241.2,18.8,222.4,75,0,28.5,0,4.5,9.357142,,,,670,36,634,,173,178,16,7,296,272,21,251,0,72,82,9,3,106,1,0,205,226,,,,,,,,,,,,
199408001,1994,8001,CO,Adams County,302198,204307,101027,103280,5673,6054,43219,1579,,147782,suburban,West,Mountain,5,19740,1167.272,12958.06,,,,535,48,554,1.5,127.5,58.5,3.5,437.5,256.4,19.6,236.8,223.2,0,27,0,3.8,10.42857,,,,791,32,759,,203,205,15,9,359,348,14,334,,88,79,6,49,126,1,0,205,226,297189,18895,1950,16945,11,110,288,1541,2814,12720,1322,89
199508001,1995,8001,CO,Adams County,313440,212822,104916,107906,6193,6233,46916,1673,,151807,suburban,West,Mountain,5,19740,1167.272,13564.08,,,,678,49,615,1,141,99,3,519,271.6,20.4,251.2,371.4,0,25.5,0,3.1,11.5,,,,884,45,839,,225,231,20,8,400,397,32,365,,108,107,8,10,164,1,0,205,226,301398,20023,1538,18485,11,123,279,1125,2895,14043,1471,76
199608001,1996,8001,CO,Adams County,323218,219913,108180,111733,6597,6400,50693,1745,,154478,suburban,West,Mountain,5,19740,1167.272,14170.1,,,,628,84,791,2,184,139.5,4,685,286.8,21.2,265.6,519.6,0,24,0,2.4,12.57143,,,,996,68,928,,264,272,17,7,436,456,39,417,0,138,132,,6,180,1,0,205,226,257081,16645,1234,15411,14,118,266,836,2574,11382,1391,64
199708001,1997,8001,CO,Adams County,332463,226127,110865,115262,7040,6573,54453,1818,,156243,suburban,West,Mountain,5,19740,1167.272,14776.12,,,,781,50,718,2,161,180,4,601,302,22,280,667.8,0,22.5,0,1.7,13.64286,,,,1062,67,995,,250,295,18,6,493,479,34,445,0,112,144,4,14,205,1,0,205,226,261784,16831,1334,15497,19,164,227,924,2582,11054,1795,66
199808001,1998,8001,CO,Adams County,343094,233116,113879,119237,7544,6798,58618,1912,,158244,suburban,West,Mountain,5,19740,1167.272,15382.14,,,,796,69,769,2,152,220.5,3,681,328,30,298,816,0,21,0,1,14.71429,,,,1108,68,1040,4,242,322,21,1,518,520,42,478,,125,156,8,5,226,1,0,205,226,322399,18100,1493,16607,18,161,286,1028,3040,11416,2074,77
199908001,1999,8001,CO,Adams County,354146,240721,117166,123555,8091,7008,63267,1984,,160371,suburban,West,Mountain,5,19740,1167.272,6361.429,,,,810,92,680,5,136.5,261,3.5,683,335.5,32.5,303,45,0,90,0,6.5,15.78571,,,,1251,85,1166,5,288,354,20,0,584,565,44,521,,139,164,7,2,253,1,0,205,226,330798,17082,1309,15773,15,137,229,928,2734,11090,1828,121
200008001,2000,8001,CO,Adams County,350888,238599,115651,122948,8098,7159,67143,1997,,154202,suburban,West,Mountain,5,19740,1167.272,13505,14856,1593,14339,831,75,743,8,121,301.5,4,685,343,35,308,77,0,6,1,12,16.85714,843,62,781,1393,92,1301,7,313,410,25,0,638,621,50,571,,127,198,13,3,280,1,0,205,226,343106,17267,1425,15842,12,138,239,1036,2360,11086,2302,94
200108001,2001,8001,CO,Adams County,359816,245355,118932,126423,8632,7353,71514,2003,,155853,suburban,West,Mountain,5,19740,1167.272,16685.71,14856,1593,14339,857,74,792,8,114,342,3.333333,744,388,34,354,11,0,13,6,17.5,17.92857,917,75,842,1423,105,1318,11,316,427,31,0,638,547,54,493,7,135,164,14,0,227,1,0,205,226,293421,17936,1562,16374,12,138,262,1150,2397,11400,2463,114
200208001,2002,8001,CO,Adams County,370753,253308,122653,130655,9252,7801,76408,2075,,157772,suburban,West,Mountain,5,19740,1167.272,18980,14856,1593,14339,930,96,917,6,142,382.5,2.666667,865,412,51,361,160,0,26,10,23,19,967,108,967,1525,110,1415,14,316,493,32,0,670,622,52,570,6,136,214,10,0,256,1,0,205,226,283355,18363,1532,16831,14,149,275,1094,2649,11073,2977,132
200308001,2003,8001,CO,Adams County,377464,257711,125155,132556,9533,7857,80489,2105,,157727,suburban,West,Mountain,5,19740,1167.272,15903.57,14856,1593,14339,1123,97,1028,7,107,423,2,1009,442,39,403,96,0,10,2,31,31,1178,141,1037,1653,124,1529,14,323,563,31,0,722,696,62,634,5,137,250,10,0,294,1,0,205,226,354346,18445,1417,17028,19,140,269,989,2672,11440,2782,134
200408001,2004,8001,CO,Adams County,384809,262392,127346,135046,9821,8072,83813,2142,,158544,suburban,West,Mountain,5,19740,1167.272,18458.57,15932,1593,14339,1174,125,1004,3,128,463.5,1,997,569,70,499,68,0,3,4,34,32,1166,120,1046,1827,148,1679,23,338,638,35,0,793,824,82,742,10,152,305,14,0,343,1,0,205,226,384511,19705,1470,18235,20,196,315,939,2961,11973,3201,100
200508001,2005,8001,CO,Adams County,395146,268815,130929,137886,10217,8254,87923,2182,,160239,suburban,West,Mountain,5,19740,1167.272,17937.14,16757,1414,15343,1167,146,999,2,156,504,2.5,987,476,68,408,162,0,20,6,32,26,1197,132,1065,2082,205,1877,20,367,717,31,0,947,946,121,825,7,174,328,10,0,427,1,0,205,226,395260,21910,1650,20260,15,170,348,1117,3236,13174,3697,153
200608001,2006,8001,CO,Adams County,406575,275587,134649,140938,10446,8557,91846,2237,,162501,suburban,West,Mountain,5,19740,1167.272,20231.43,17376,1381,15995,1285,168,1095,16,162,544.5,4,987,574,83,491,229,0,10,3,52,46,1283,102,1181,2200,212,1988,28,385,787,39,0,961,977,107,870,11,182,356,20,0,408,1,0,205,226,406978,19188,1654,17534,19,219,304,1112,3144,11584,2649,157
200708001,2007,8001,CO,Adams County,415746,281381,137871,143510,10788,8735,95846,2265,,163747,suburban,West,Mountain,5,19740,1167.272,18823.57,17340,2392,14948,1263,163,1108,7,164,585,2,987,556,77,479,118,0,12,2,90,85,1300,179,1121,2247,217,2030,28,400,820,48,0,951,1068,136,932,9,197,393,27,0,442,1,0,205,226,427798,16814,1553,15261,12,249,287,1005,2781,10276,2112,92
200808001,2008,8001,CO,Adams County,424913,287130,141028,146102,11231,9150,99184,2263,,165302,suburban,West,Mountain,5,19740,1167.272,15121.43,16750,1675,15075,1214,158,1100,14,136,625.5,1,987,650,69,581,9,0,3,3,277,271,1286,128,1158,2342,216,2126,21,439,904,57,0,921,1134,123,1011,,238,468,26,3,399,1,0,205,226,432685,16315,1629,14686,16,261,305,1047,2689,9974,1901,122
200908001,2009,8001,CO,Adams County,435700,293425,144189,149236,11542,9309,103247,2261,,167066,suburban,West,Mountain,5,19740,1167.272,18823.57,16750,2010,14740,1271,168,1158,9,184,666,5,987,594,61,533,5,0,6,2,221,218,1286,154,1132,2279,223,2056,25,435,912,56,0,851,1074,137,937,10,220,442,25,0,377,1,0,205,226,441517,15916,1455,14461,13,246,274,922,2661,9835,1871,94
201008001,2010,8001,CO,Adams County,441702,297195,145970,151225,11782,9448,106226,2218,,167521,suburban,West,Mountain,5,19740,1167.272,18562.86,16047,3402,12645,1276,162,1172,4,158,706.5,5,987,582,61,533,111,0,20,9,212,204,1289,162,1127,2337,222,2115,25,445,968,53,0,846,1080,131,949,5,235,427,24,0,389,1,0,205,226,441603,15788,2209,13579,11,228,250,1720,2386,9687,1405,101
201108001,2011,8001,CO,Adams County,443672,298554,146672,151882,11892,9464,106902,2218,,168078,suburban,West,Mountain,5,19740,1167.272,17989.29,15557,3427,12130,1247,131,982,4,157,747,5,987,601,61,533,87,0,12,3,144,144,1097,137,960,2251,216,2035,22,390,914,55,0,870,976,128,848,,181,374,24,3,394,1,0,205,226,449293,14628,1819,12809,6,240,252,1321,2257,9156,1305,91
201208001,2012,8001,CO,Adams County,451443,303377,149363,154014,12362,9662,109599,2303,,169451,suburban,West,Mountain,5,19740,1167.272,14912.86,15988,2079,13909,1028,135,928,6,150,787.5,1,987,442,61,533,132,0,13,4,128,125,1047,140,907,2042,171,1871,26,341,856,45,0,774,938,113,825,12,198,359,23,0,346,1,0,205,226,457686,14505,1578,12927,22,274,238,1044,2175,9187,1464,101
201308001,2013,8001,CO,Adams County,459861,308364,151993,156371,12914,9917,112307,2297,,170929,suburban,West,Mountain,5,19740,1167.272,15880,15880,2065,13815,1046,107,823,7,93,828,2,987,445,61,533,85,0,16,2,105,104,1046,133,913,2014,173,1841,27,322,832,47,0,786,1007,127,880,10,181,351,31,0,434,1,0,205,226,468053,14927,1446,13481,15,315,236,880,2021,9744,1643,73
201408001,2014,8001,CO,Adams County,469377,314230,154732,159498,13431,10443,115744,2370,,172242,suburban,West,Mountain,5,19740,1167.272,15955.71,,,,1025,166,861,4,112,828,5,987,518,61,533,126,6,34,2,68,67,,,,1935,153,1782,24,296,785,40,0,790,871,103,768,7,153,324,27,0,360,1,0,205,226,478569,15561,1639,13922,17,357,267,998,1984,10180,1650,108
201508001,2015,8001,CO,Adams County,479488,321286,157734,163552,14078,10893,119695,2407,,174213,suburban,West,Mountain,5,19740,1167.272,16310,,,,941,119,760,7,89,828,5,987,404,61,533,106,6,14,2,4,0,,,,1792,144,1648,19,249,729,42,0,753,866,112,754,5,133,352,26,0,350,1,0,205,226,,,,,,,,,,,,
201608001,2016,8001,CO,Adams County,489822,328457,160960,167497,14687,11298,124285,2476,,175711,suburban,West,Mountain,5,19740,1167.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,205,226,,,,,,,,,,,,
197008003,1970,8003,CO,Alamosa County,11500,7257,3718,3539,,48,,,73,7136,rural,West,Mountain,264,,722.577,0,,,,2,0,7,,,,,,7,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197108003,1971,8003,CO,Alamosa County,11833,7521,3850,3671,,51,,,74,7396,rural,West,Mountain,264,,722.577,0,,,,2.5,0,6.875,,,,,,6.625,0,6.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197208003,1972,8003,CO,Alamosa County,12237,7844,4009,3835,,54,,,78,7712,rural,West,Mountain,264,,722.577,0,,,,3,0,6.75,,,,,,6.25,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197308003,1973,8003,CO,Alamosa County,11578,7474,3807,3667,,53,,,72,7349,rural,West,Mountain,264,,722.577,0,,,,3.5,0,6.625,,,,,,5.875,0,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197408003,1974,8003,CO,Alamosa County,11514,7499,3816,3683,,53,,,77,7369,rural,West,Mountain,264,,722.577,0,,,,4,0,6.5,,,,,,5.5,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197508003,1975,8003,CO,Alamosa County,12255,8065,4110,3955,,53,,,81,7931,rural,West,Mountain,264,,722.577,0,,,,4.5,0,6.375,,,,,,5.125,0,4.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197608003,1976,8003,CO,Alamosa County,12074,8001,4068,3933,,55,,,85,7861,rural,West,Mountain,264,,722.577,0,,,,5,0,6.25,,,,,,4.75,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
197708003,1977,8003,CO,Alamosa County,11601,7669,3891,3778,,54,,,88,7527,rural,West,Mountain,264,,722.577,0,,,,5.5,0,6.125,,,,,,4.375,0,3.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,12175,645,44,601,0,6,9,29,174,397,30,0
197808003,1978,8003,CO,Alamosa County,11560,7639,3881,3758,,52,,,94,7493,rural,West,Mountain,264,,722.577,834.2858,,,,6,0,6,,,,,,4,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,13874,818,76,742,4,9,8,55,142,571,29,0
197908003,1979,8003,CO,Alamosa County,11619,7701,3902,3799,,52,,,102,7547,rural,West,Mountain,264,,722.577,875.4286,,,,6.2,0,6.2,,,,,,4,0,4.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,,,,,,,,,,,,
198008003,1980,8003,CO,Alamosa County,11874,7917,4004,3913,,54,,,105,7758,rural,West,Mountain,264,,722.577,916.5715,,,,6.4,0,6.4,,,,,,4,0,5.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,11761,891,89,802,1,11,6,71,177,589,33,3
198108003,1981,8003,CO,Alamosa County,12131,8098,4090,4008,,53,,,119,7926,rural,West,Mountain,264,,722.577,957.7144,,,,6.6,0,6.6,,,,,,4,0,7.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,12107,852,40,812,1,3,3,33,140,646,23,3
198208003,1982,8003,CO,Alamosa County,12348,8254,4169,4085,,54,,,124,8076,rural,West,Mountain,264,,722.577,998.8572,,,,6.8,0,6.8,,,,,,4,0,8.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,41,132,154,12442,878,73,805,1,4,12,56,103,671,27,4
198308003,1983,8003,CO,Alamosa County,12469,8321,4208,4113,,55,,,132,8134,rural,West,Mountain,264,,722.577,1040,,,,7,0,7,,,,,,4,0,10,0,0,0,0,0,0,,,,,,,,,,,,,14,0,14,0,0,8,0,0,6,1,41,132,154,12825,1002,87,915,1,9,10,67,196,679,22,18
198408003,1984,8003,CO,Alamosa County,12845,8575,4340,4235,,52,,,141,8382,rural,West,Mountain,264,,722.577,988,,,,11.4,0,12.2,,,,,,6.6,0,11.4,0,0,0,0,0,0,,,,10,0,10,0,0,8,0,2,,10.5,0,10.5,0,0,5.5,0,1,4,1,41,132,154,12461,745,83,662,2,1,4,76,114,525,18,5
198508003,1985,8003,CO,Alamosa County,12828,8565,4324,4241,,58,,,149,8358,rural,West,Mountain,264,,722.577,936,,,,15.8,0,17.4,,,,,,9.2,0,12.8,0,0,0,0,0,0,,,,8,0,8,0,0,,0,8,,7,0,7,0,0,,0,7,,1,41,132,154,12608,910,74,836,2,2,7,63,150,648,30,8
198608003,1986,8003,CO,Alamosa County,13146,8769,4424,4345,,58,,,159,8552,rural,West,Mountain,264,,722.577,884,,,,20.2,0,22.6,,,,,,11.8,0,14.2,0,0,0,0,0,0,,,,13,0,13,0,0,9,0,4,,12,0,12,0,0,9,0,3,,1,41,132,154,12780,805,80,725,0,2,8,70,125,552,40,8
198708003,1987,8003,CO,Alamosa County,13331,8847,4459,4388,,57,,,170,8620,rural,West,Mountain,264,,722.577,832,,,,24.6,0,27.8,,,,,,14.4,0,15.6,0,0,0,0,0,0,,,,16,0,16,0,0,9,0,0,7,9,0,9,0,0,4,0,0,5,1,41,132,154,12713,788,51,737,0,2,5,44,98,600,34,5
198808003,1988,8003,CO,Alamosa County,13705,9067,4573,4494,,57,,,183,8827,rural,West,Mountain,264,,722.577,780,,,,29,0,33,,,,,,17,0,17,0,0,0,0,9,8,,,,15,0,15,0,0,10,0,0,5,5,0,5,0,0,,0,5,,1,41,132,154,12776,789,60,729,2,1,6,51,109,588,26,6
198908003,1989,8003,CO,Alamosa County,13752,9065,4570,4495,,57,,,193,8815,rural,West,Mountain,264,,722.577,771.4881,,,,27.8,0,31,,,,,,16,0,16,0,0,0,0,7.8,7,,,,25,0,25,0,0,16,,1,8,17,0,17,0,0,10,0,1,6,1,41,132,154,13063,983,50,933,0,4,5,41,157,733,39,4
199008003,1990,8003,CO,Alamosa County,13602,8919,4500,4419,67,45,3281,66,,5460,rural,West,Mountain,264,,722.577,762.9762,,,,26.6,0,29,0,1,16.8,0,8.4,15,0,15,0,0,0,0,6.6,6,,,,20,0,20,0,0,13,,1,6,13,0,13,0,0,8,,5,,1,41,132,154,13617,793,28,765,0,0,2,26,120,617,27,1
199108003,1991,8003,CO,Alamosa County,13926,9214,4645,4569,68,52,3371,73,,5650,rural,West,Mountain,264,,722.577,754.4643,,,,25.4,0,27,0,1,14.2,0,7.6,14,0,14,0,0,0,0,5.4,5,,,,23,0,23,0,0,16,,1,6,4,0,4,0,0,4,0,0,0,1,41,132,154,13958,734,24,710,0,0,5,19,124,546,27,13
199208003,1992,8003,CO,Alamosa County,13790,9087,4570,4517,69,46,3365,74,,5533,rural,West,Mountain,264,,722.577,745.9524,,,,24.2,0,25,0,1,11.6,0,6.8,13,0,13,0,0,0,0,4.2,4,,,,25,0,25,0,0,15,,1,9,12,0,12,0,0,8,0,0,4,1,41,132,154,14341,903,34,869,2,9,2,21,154,667,40,8
199308003,1993,8003,CO,Alamosa County,13816,9133,4594,4539,69,50,3412,86,,5516,rural,West,Mountain,264,,722.577,737.4405,,,,23,0,23,0,1,9,0,6,12,0,12,2,0,0,0,3,3,,,,28,0,28,0,0,13,,2,13,13,0,13,0,0,5,,1,7,1,41,132,154,,,,,,,,,,,,
199408003,1994,8003,CO,Alamosa County,14071,9392,4722,4670,71,56,3513,95,,5657,rural,West,Mountain,264,,722.577,728.9286,,,,27.16667,0,25.83333,0,1,13,0,6.833333,15.5,0,15,8.833333,0,0,0,3.857143,0,,,,40,,,0,,21,,4,15,16,,,0,,9,0,7,,1,41,132,154,14614,819,41,778,1,11,12,17,140,603,34,1
199508003,1995,8003,CO,Alamosa County,14372,9668,4862,4806,77,61,3636,106,,5788,rural,West,Mountain,264,,722.577,720.4166,,,,31.33333,0,28.66667,0,1,17,0,7.666667,19,0,18,15.66667,0,0,0,4.714286,0,,,,35,,,0,,20,,3,12,16,,,0,0,10,,1,5,1,41,132,154,14489,787,37,750,1,10,4,22,167,560,23,0
199608003,1996,8003,CO,Alamosa County,14367,9685,4863,4822,84,58,3698,116,,5729,rural,West,Mountain,264,,722.577,711.9047,,,,35.5,0,31.5,0,1,21,0,8.5,22.5,0,21,22.5,0,0,0,5.571429,0,,,,42,0,42,0,,25,,3,14,21,0,21,0,0,15,0,0,6,1,41,132,154,8057,608,31,577,0,11,5,15,97,464,16,0
199708003,1997,8003,CO,Alamosa County,14634,9910,4972,4938,89,69,3777,124,,5851,rural,West,Mountain,264,,722.577,703.3928,,,,39.66667,0,34.33333,0,1,25,0,9.333333,26,0,24,29.33333,0,0,0,6.428571,0,,,,53,,,0,,29,0,2,22,29,,,0,,16,0,1,12,1,41,132,154,15052,842,64,778,1,9,4,50,83,661,33,1
199808003,1998,8003,CO,Alamosa County,14730,9987,5017,4970,88,69,3842,148,,5840,rural,West,Mountain,264,,722.577,694.8809,,,,43.83333,0,37.16667,0,1,29,0,10.16667,29.5,0,27,36.16667,0,0,0,7.285714,0,,,,46,,,0,,30,0,2,14,17,,,0,0,15,0,2,,1,41,132,154,14662,616,56,560,2,13,7,34,79,466,15,0
