"","fips","stateFIPS","CountyFIPS","Abbreviation","year","medianHI","medianHI_MOE","povertyR"
"1469",8007,8,7,"CO",2017,52481,5336,11.7
"1470",8009,8,9,"CO",2017,35725,3400,19.7
"1471",8011,8,11,"CO",2017,37307,4136,32
"1472",8013,8,13,"CO",2017,80701,2933,12.6
"1473",8014,8,14,"CO",2017,91968,5836,4.6
"1474",8015,8,15,"CO",2017,53545,4963,11.4
"1475",8017,8,17,"CO",2017,50571,5409,13.6
"1476",8019,8,19,"CO",2017,71850,7994,7.8
"1477",8021,8,21,"CO",2017,36852,3948,21.2
"1478",8023,8,23,"CO",2017,30486,3054,27.3
"1479",8025,8,25,"CO",2017,38112,4061,47.4
"1480",8027,8,27,"CO",2017,54080,5696,13.2
"1481",8029,8,29,"CO",2017,43528,4388,16.7
"1482",8031,8,31,"CO",2017,64974,2442,12.5
"1483",8033,8,33,"CO",2017,44882,4919,12.8
"1484",8035,8,35,"CO",2017,112386,3108,3.2
"1485",8037,8,37,"CO",2017,88913,6495,7.5
"1486",8039,8,39,"CO",2017,102731,8339,4.9
"1487",8041,8,41,"CO",2017,65260,1722,10.8
"1488",8043,8,43,"CO",2017,48820,4220,16.6
"1489",8045,8,45,"CO",2017,71897,6501,7.6
"1490",8047,8,47,"CO",2017,79636,6416,6.9
"1491",8049,8,49,"CO",2017,61241,5867,8.7
"1492",8051,8,51,"CO",2017,53480,3759,14.8
"1493",8053,8,53,"CO",2017,59157,6520,8.6
"1494",8055,8,55,"CO",2017,37424,3906,20.8
"1495",8057,8,57,"CO",2017,48785,5389,13.7
"1496",8059,8,59,"CO",2017,80562,1819,7.6
"1497",8061,8,61,"CO",2017,43845,4769,14
"1498",8063,8,63,"CO",2017,44028,4404,11.6
"1499",8065,8,65,"CO",2017,49799,5365,12.2
"1500",8067,8,67,"CO",2017,61974,3848,9.2
"1501",8069,8,69,"CO",2017,69443,4167,11
"1502",8071,8,71,"CO",2017,39552,4301,23.7
"1503",8073,8,73,"CO",2017,45308,4742,17.6
"1504",8075,8,75,"CO",2017,50246,5087,15.8
"1505",8077,8,77,"CO",2017,52623,3260,14.9
"1506",8079,8,79,"CO",2017,55906,5869,8.5
"1507",8081,8,81,"CO",2017,57680,6106,11
"1508",8083,8,83,"CO",2017,48692,3425,15.2
"1509",8085,8,85,"CO",2017,51031,3979,12.9
"1510",8087,8,87,"CO",2017,50453,4599,11.4
"1511",8089,8,89,"CO",2017,37907,4095,23.5
"1512",8091,8,91,"CO",2017,63627,6846,7.7
"1513",8093,8,93,"CO",2017,69884,7280,8.6
"1514",8095,8,95,"CO",2017,52096,5098,10.9
"1515",8097,8,97,"CO",2017,78596,8317,5.9
"1516",8099,8,99,"CO",2017,41238,4060,18.2
"1517",8101,8,101,"CO",2017,44060,2766,18.2
"1518",8103,8,103,"CO",2017,58336,5846,9.5
"1519",8105,8,105,"CO",2017,41693,4619,18.4
"1520",8107,8,107,"CO",2017,76505,7630,6.9
"1521",8109,8,109,"CO",2017,36558,3933,24.4
"1522",8111,8,111,"CO",2017,46985,5186,13.6
"1523",8113,8,113,"CO",2017,70418,5690,7.7
"1524",8115,8,115,"CO",2017,39880,4394,15.5
"1525",8117,8,117,"CO",2017,75420,5555,7.3
"1526",8119,8,119,"CO",2017,68078,5646,8.8
"1527",8121,8,121,"CO",2017,48325,4892,12.9
"1528",8123,8,123,"CO",2017,68679,3124,9.4
"1529",8125,8,125,"CO",2017,48893,4444,13
