"","fips","stateFIPS","CountyFIPS","Abbreviation","year","medianHI","medianHI_MOE","povertyR"
"966",8023,8,23,"CO",2009,24758,2466,27.4
"967",8025,8,25,"CO",2009,29104,2944,53
"968",8027,8,27,"CO",2009,45898,4335,13.9
"969",8029,8,29,"CO",2009,41528,3178,13.9
"970",8031,8,31,"CO",2009,46693,2029,18.8
"971",8033,8,33,"CO",2009,43248,4430,12.4
"972",8035,8,35,"CO",2009,100447,2679,3.3
"973",8037,8,37,"CO",2009,74220,4394,8
"974",8039,8,39,"CO",2009,77123,3683,5.4
"975",8041,8,41,"CO",2009,55621,2034,11.5
"976",8043,8,43,"CO",2009,39714,2435,18.1
"977",8045,8,45,"CO",2009,62716,4445,8.6
"978",8047,8,47,"CO",2009,59632,6214,7.3
"979",8049,8,49,"CO",2009,58209,4590,8.5
"980",8051,8,51,"CO",2009,45711,4322,13.4
"981",8053,8,53,"CO",2009,48372,5003,11.2
"982",8055,8,55,"CO",2009,30176,3037,26.9
"983",8057,8,57,"CO",2009,41337,4231,15
"984",8059,8,59,"CO",2009,66059,2056,8.1
"985",8061,8,61,"CO",2009,36931,3916,14.8
"986",8063,8,63,"CO",2009,40677,3992,15.4
"987",8065,8,65,"CO",2009,43935,4538,13.8
"988",8067,8,67,"CO",2009,56610,3689,11.6
"989",8069,8,69,"CO",2009,56281,3120,14.7
"990",8071,8,71,"CO",2009,36575,3570,18.5
"991",8073,8,73,"CO",2009,37439,3670,16.7
"992",8075,8,75,"CO",2009,39953,2988,17
"993",8077,8,77,"CO",2009,52290,2395,11.8
"994",8079,8,79,"CO",2009,43172,4414,10.5
"995",8081,8,81,"CO",2009,54615,5133,10.1
"996",8083,8,83,"CO",2009,40859,3422,16.9
"997",8085,8,85,"CO",2009,48108,3041,12.8
"998",8087,8,87,"CO",2009,41441,2596,14.4
"999",8089,8,89,"CO",2009,30373,2344,23.6
"1000",8091,8,91,"CO",2009,59810,4030,8.5
"1001",8093,8,93,"CO",2009,61127,3503,9.1
"1002",8095,8,95,"CO",2009,40178,4049,12.4
"1003",8097,8,97,"CO",2009,69352,7185,6.5
"1004",8099,8,99,"CO",2009,33646,2781,23.1
"1005",8101,8,101,"CO",2009,39016,2350,16.9
"1006",8103,8,103,"CO",2009,59017,5612,7.7
"1007",8105,8,105,"CO",2009,37993,3732,17
"1008",8107,8,107,"CO",2009,64892,4806,6.4
"1009",8109,8,109,"CO",2009,28866,2888,30.1
"1010",8111,8,111,"CO",2009,38253,4051,13.5
"1011",8113,8,113,"CO",2009,60115,4943,10.7
"1012",8115,8,115,"CO",2009,35336,3658,15.5
"1013",8117,8,117,"CO",2009,65952,5417,8.7
"1014",8119,8,119,"CO",2009,53928,3819,8.2
"1015",8121,8,121,"CO",2009,40778,3677,12.1
"1016",8123,8,123,"CO",2009,54578,2213,14.8
"1017",8125,8,125,"CO",2009,42813,4132,13.3
"1018",8001,8,1,"CO",2010,52785,1714,13
"1019",8003,8,3,"CO",2010,36339,3253,21
"1020",8005,8,5,"CO",2010,58152,1837,11.4
"1021",8007,8,7,"CO",2010,46165,4059,13.1
"1022",8009,8,9,"CO",2010,33086,3011,17.3
"1023",8011,8,11,"CO",2010,33702,3071,30.9
"1024",8013,8,13,"CO",2010,62215,2022,13.6
"1025",8014,8,14,"CO",2010,76006,6107,6
"1026",8015,8,15,"CO",2010,42420,3569,12.9
"1027",8017,8,17,"CO",2010,44464,4289,12.1
"1028",8019,8,19,"CO",2010,64822,5496,8.6
"1029",8021,8,21,"CO",2010,32254,3023,21.3
"1030",8023,8,23,"CO",2010,27305,2652,25.7
"1031",8025,8,25,"CO",2010,34569,2790,34.7
"1032",8027,8,27,"CO",2010,42951,4033,15
"1033",8029,8,29,"CO",2010,40288,3699,15.7
"1034",8031,8,31,"CO",2010,45415,1333,21.3
"1035",8033,8,33,"CO",2010,40511,3910,12.9
"1036",8035,8,35,"CO",2010,97806,3763,3.5
"1037",8037,8,37,"CO",2010,69182,5330,8.5
"1038",8039,8,39,"CO",2010,78550,6889,6.5
"1039",8041,8,41,"CO",2010,51553,842,13.4
"1040",8043,8,43,"CO",2010,40543,3152,16.7
"1041",8045,8,45,"CO",2010,60456,4887,9.6
"1042",8047,8,47,"CO",2010,63024,5963,7.5
"1043",8049,8,49,"CO",2010,55818,4747,8.3
"1044",8051,8,51,"CO",2010,47698,4245,14.5
"1045",8053,8,53,"CO",2010,48195,4666,9.4
"1046",8055,8,55,"CO",2010,31696,2917,22.7
"1047",8057,8,57,"CO",2010,43691,3896,15.1
"1048",8059,8,59,"CO",2010,64181,2451,8.8
"1049",8061,8,61,"CO",2010,37600,3612,13
"1050",8063,8,63,"CO",2010,39498,3668,14
"1051",8065,8,65,"CO",2010,43565,4159,14.4
"1052",8067,8,67,"CO",2010,53029,4268,11.5
"1053",8069,8,69,"CO",2010,54739,2344,13.6
"1054",8071,8,71,"CO",2010,37700,3527,18.8
"1055",8073,8,73,"CO",2010,39230,3562,17.9
"1056",8075,8,75,"CO",2010,40637,3284,16.3
"1057",8077,8,77,"CO",2010,47324,3347,14.7
"1058",8079,8,79,"CO",2010,45645,4359,11.9
"1059",8081,8,81,"CO",2010,55913,4797,10.1
"1060",8083,8,83,"CO",2010,41074,3655,17.4
"1061",8085,8,85,"CO",2010,44002,3638,15
"1062",8087,8,87,"CO",2010,43209,3396,14.2
"1063",8089,8,89,"CO",2010,34360,2862,19.9
"1064",8091,8,91,"CO",2010,54920,4609,9.4
"1065",8093,8,93,"CO",2010,66400,4567,9.3
"1066",8095,8,95,"CO",2010,44064,4010,11.4
"1067",8097,8,97,"CO",2010,65568,5659,7
"1068",8099,8,99,"CO",2010,34488,3220,23
"1069",8101,8,101,"CO",2010,39107,2425,19.6
"1070",8103,8,103,"CO",2010,59308,5502,8.6
"1071",8105,8,105,"CO",2010,37300,3289,17.3
"1072",8107,8,107,"CO",2010,60506,4503,7.7
"1073",8109,8,109,"CO",2010,30985,2889,25.1
"1074",8111,8,111,"CO",2010,37001,3440,15.9
"1075",8113,8,113,"CO",2010,62368,4870,10
"1076",8115,8,115,"CO",2010,36749,3555,13.6
"1077",8117,8,117,"CO",2010,60087,4869,10.1
"1078",8119,8,119,"CO",2010,59966,4448,8.7
"1079",8121,8,121,"CO",2010,40914,3638,13.9
"1080",8123,8,123,"CO",2010,52334,2918,14.3
"1081",8125,8,125,"CO",2010,43361,4123,12.5
"1082",8001,8,1,"CO",2011,52429,1753,16.1
"1083",8003,8,3,"CO",2011,36870,3750,22.7
"1084",8005,8,5,"CO",2011,57042,1524,12
"1085",8007,8,7,"CO",2011,48043,4231,14.9
"1086",8009,8,9,"CO",2011,34168,2911,20.5
"1087",8011,8,11,"CO",2011,35522,3036,32.4
"1088",8013,8,13,"CO",2011,68101,3336,13.8
"1089",8014,8,14,"CO",2011,79051,6325,6.5
"1090",8015,8,15,"CO",2011,44156,4169,12.9
"1091",8017,8,17,"CO",2011,46965,4565,12.9
"1092",8019,8,19,"CO",2011,65420,6762,8.9
"1093",8021,8,21,"CO",2011,32588,3161,19.8
"1094",8023,8,23,"CO",2011,26125,2730,26
"1095",8025,8,25,"CO",2011,30279,3178,48.1
"1096",8027,8,27,"CO",2011,45791,4782,15.6
"1097",8029,8,29,"CO",2011,41442,2728,16.6
"1098",8031,8,31,"CO",2011,47584,1738,18.7
"1099",8033,8,33,"CO",2011,39650,4098,13.3
"1100",8035,8,35,"CO",2011,95973,3238,4.3
"1101",8037,8,37,"CO",2011,67190,6352,9.8
"1102",8039,8,39,"CO",2011,78029,6547,7.9
"1103",8041,8,41,"CO",2011,54857,2021,13.2
"1104",8043,8,43,"CO",2011,41493,3839,18
"1105",8045,8,45,"CO",2011,57617,4841,10.7
"1106",8047,8,47,"CO",2011,60537,5195,7.8
"1107",8049,8,49,"CO",2011,56980,5241,10.4
"1108",8051,8,51,"CO",2011,43069,3721,17.9
"1109",8053,8,53,"CO",2011,49024,5082,10.7
"1110",8055,8,55,"CO",2011,30655,2996,22
"1111",8057,8,57,"CO",2011,43206,4343,16.1
"1112",8059,8,59,"CO",2011,64412,1868,9
"1113",8061,8,61,"CO",2011,41427,4166,12.6
"1114",8063,8,63,"CO",2011,43078,4378,16.2
"1115",8065,8,65,"CO",2011,42768,4282,16.4
"1116",8067,8,67,"CO",2011,52276,2523,11.1
"1117",8069,8,69,"CO",2011,55501,1906,13.8
"1118",8071,8,71,"CO",2011,40191,3189,19.5
"1119",8073,8,73,"CO",2011,42734,3912,17.7
"1120",8075,8,75,"CO",2011,43823,3904,18
"1121",8077,8,77,"CO",2011,47778,2841,12.2
"1122",8079,8,79,"CO",2011,46956,4927,11.2
"1123",8081,8,81,"CO",2011,52257,4687,11.9
"1124",8083,8,83,"CO",2011,41817,2728,16.4
"1125",8085,8,85,"CO",2011,43035,3643,16.6
"1126",8087,8,87,"CO",2011,41246,2919,15.3
"1127",8089,8,89,"CO",2011,30420,2450,23.9
"1128",8091,8,91,"CO",2011,57922,5819,9.8
"1129",8093,8,93,"CO",2011,58565,5648,9.9
"1130",8095,8,95,"CO",2011,43826,4275,12.4
"1131",8097,8,97,"CO",2011,69229,7114,7.5
"1132",8099,8,99,"CO",2011,36563,3520,21
"1133",8101,8,101,"CO",2011,40764,2352,19
"1134",8103,8,103,"CO",2011,60022,6188,10.1
"1135",8105,8,105,"CO",2011,37472,3408,18.5
"1136",8107,8,107,"CO",2011,64998,6130,8.7
"1137",8109,8,109,"CO",2011,30746,2974,29.7
"1138",8111,8,111,"CO",2011,36547,3798,18
"1139",8113,8,113,"CO",2011,57578,5548,11.1
"1140",8115,8,115,"CO",2011,37511,3845,13.8
"1141",8117,8,117,"CO",2011,60397,5882,10.5
"1142",8119,8,119,"CO",2011,60313,5631,9.3
"1143",8121,8,121,"CO",2011,43433,3705,12.6
"1144",8123,8,123,"CO",2011,51773,2680,14.4
"1145",8125,8,125,"CO",2011,46246,4227,13.6
"1146",8061,8,61,"CO",2012,40216,3978,13.1
"1147",8063,8,63,"CO",2012,44059,3639,14.3
"1148",8065,8,65,"CO",2012,45504,4126,15.9
"1149",8067,8,67,"CO",2012,55888,3839,12.5
"1150",8069,8,69,"CO",2012,56132,1661,13.7
"1151",8071,8,71,"CO",2012,38713,3287,19.7
"1152",8073,8,73,"CO",2012,38098,3434,19.4
"1153",8075,8,75,"CO",2012,42740,3956,17.7
"1154",8077,8,77,"CO",2012,46940,2960,15.1
"1155",8079,8,79,"CO",2012,47169,4676,11.5
"1156",8081,8,81,"CO",2012,57023,5421,12.1
"1157",8083,8,83,"CO",2012,40351,3489,21.2
"1158",8085,8,85,"CO",2012,45226,2517,16.4
"1159",8087,8,87,"CO",2012,44577,3630,13.4
"1160",8089,8,89,"CO",2012,35026,3216,23.1
"1161",8091,8,91,"CO",2012,61657,3769,10.1
"1162",8093,8,93,"CO",2012,60731,4466,11.5
"1163",8095,8,95,"CO",2012,46216,4514,12.2
"1164",8097,8,97,"CO",2012,67057,5596,8.2
"1165",8099,8,99,"CO",2012,36580,3479,21.9
"1166",8101,8,101,"CO",2012,41209,1751,20.2
"1167",8103,8,103,"CO",2012,57922,5633,10.1
"1168",8105,8,105,"CO",2012,37837,3645,20.6
"1169",8107,8,107,"CO",2012,62271,5771,8.9
"1170",8109,8,109,"CO",2012,30197,2851,32.5
"1171",8111,8,111,"CO",2012,35734,3519,16.8
"1172",8113,8,113,"CO",2012,53477,5098,11.2
"1173",8115,8,115,"CO",2012,37633,3611,14.6
"1174",8117,8,117,"CO",2012,61286,5662,10.2
"1175",8119,8,119,"CO",2012,59558,4930,9.7
"1176",8121,8,121,"CO",2012,43446,3953,14.6
"1177",8123,8,123,"CO",2012,55332,2519,14.3
"1178",8125,8,125,"CO",2012,45059,4388,13.5
"1179",8001,8,1,"CO",2012,55695,1483,14.9
"1180",8003,8,3,"CO",2012,37731,3568,24.4
"1181",8005,8,5,"CO",2012,60525,1303,12
"1182",8007,8,7,"CO",2012,46127,4301,14.6
"1183",8009,8,9,"CO",2012,37775,2974,19.4
"1184",8011,8,11,"CO",2012,33540,3198,31.7
"1185",8013,8,13,"CO",2012,66894,3116,14.2
"1186",8014,8,14,"CO",2012,81040,4797,6.4
"1187",8015,8,15,"CO",2012,44651,3312,13.8
"1188",8017,8,17,"CO",2012,51093,4051,12.2
"1189",8019,8,19,"CO",2012,65359,6271,9.6
"1190",8021,8,21,"CO",2012,31970,2928,24.7
"1191",8023,8,23,"CO",2012,26075,2544,27.4
"1192",8025,8,25,"CO",2012,30460,3028,51.2
"1193",8027,8,27,"CO",2012,46744,4648,16.2
"1194",8029,8,29,"CO",2012,41208,2803,17.5
"1195",8031,8,31,"CO",2012,50455,1456,19.5
"1196",8033,8,33,"CO",2012,39254,3914,14.5
"1197",8035,8,35,"CO",2012,98426,4362,4.3
"1198",8037,8,37,"CO",2012,69870,5533,9.5
"1199",8039,8,39,"CO",2012,81528,6284,6.1
"1200",8041,8,41,"CO",2012,55312,1791,13.1
"1201",8043,8,43,"CO",2012,40809,3153,19.4
"1202",8045,8,45,"CO",2012,54088,3377,11.9
"1203",8047,8,47,"CO",2012,61447,5700,8.5
"1204",8049,8,49,"CO",2012,56191,5313,9.9
"1205",8051,8,51,"CO",2012,49861,3501,16
"1206",8053,8,53,"CO",2012,50177,4412,10
"1207",8055,8,55,"CO",2012,31574,2989,24
"1208",8057,8,57,"CO",2012,43190,4233,15.7
"1209",8059,8,59,"CO",2012,67401,1975,9.3
"1210",8001,8,1,"CO",2013,54876,2328,13.2
"1211",8003,8,3,"CO",2013,37484,3629,25.6
"1212",8005,8,5,"CO",2013,61092,1419,12.3
"1213",8007,8,7,"CO",2013,44417,3714,15.1
"1214",8009,8,9,"CO",2013,35787,3206,19.1
"1215",8011,8,11,"CO",2013,34440,3333,33
"1216",8013,8,13,"CO",2013,71405,1916,13.5
"1217",8014,8,14,"CO",2013,79117,4806,6.4
"1218",8015,8,15,"CO",2013,48012,3602,13
"1219",8017,8,17,"CO",2013,50379,4833,13.1
"1220",8019,8,19,"CO",2013,63489,5807,9.1
"1221",8021,8,21,"CO",2013,34923,3168,22.9
"1222",8023,8,23,"CO",2013,28233,2619,26
"1223",8025,8,25,"CO",2013,31477,2694,43.2
"1224",8027,8,27,"CO",2013,47268,4713,14.4
"1225",8029,8,29,"CO",2013,41730,3565,15.1
"1226",8031,8,31,"CO",2013,51156,1185,18.7
"1227",8033,8,33,"CO",2013,42416,4261,14
"1228",8035,8,35,"CO",2013,105192,4245,3.6
"1229",8037,8,37,"CO",2013,78517,4916,9.5
"1230",8039,8,39,"CO",2013,80972,6643,6.7
"1231",8041,8,41,"CO",2013,57072,2277,11.4
"1232",8043,8,43,"CO",2013,41412,3199,19.7
"1233",8045,8,45,"CO",2013,57364,3933,12.4
"1234",8047,8,47,"CO",2013,64962,5952,8.1
"1235",8049,8,49,"CO",2013,57312,5560,11
"1236",8051,8,51,"CO",2013,48391,4450,13.7
"1237",8053,8,53,"CO",2013,52188,4550,10.6
"1238",8055,8,55,"CO",2013,32418,2922,22.8
"1239",8057,8,57,"CO",2013,43549,4403,15.7
"1240",8059,8,59,"CO",2013,68161,1962,9.1
"1241",8061,8,61,"CO",2013,42378,4226,12.9
"1242",8063,8,63,"CO",2013,39633,3621,15.1
"1243",8065,8,65,"CO",2013,47547,4534,14.7
"1244",8067,8,67,"CO",2013,58675,3772,12.4
"1245",8069,8,69,"CO",2013,59337,2607,13.8
"1246",8071,8,71,"CO",2013,38547,3384,18
"1247",8073,8,73,"CO",2013,41510,4087,19.1
"1248",8075,8,75,"CO",2013,43561,3826,16.9
"1249",8077,8,77,"CO",2013,48108,3619,15.4
"1250",8079,8,79,"CO",2013,50286,5002,9.9
"1251",8081,8,81,"CO",2013,58890,5592,11.5
"1252",8083,8,83,"CO",2013,43655,3849,19.1
"1253",8085,8,85,"CO",2013,43946,3920,15.1
"1254",8087,8,87,"CO",2013,46332,3514,13.5
"1255",8089,8,89,"CO",2013,36811,3161,22.5
"1256",8091,8,91,"CO",2013,58137,4463,9.8
"1257",8093,8,93,"CO",2013,57510,5616,10.3
"1258",8095,8,95,"CO",2013,46805,4669,12.4
"1259",8097,8,97,"CO",2013,71012,6954,7.3
"1260",8099,8,99,"CO",2013,38830,3407,21.7
"1261",8101,8,101,"CO",2013,41352,2215,20.1
"1262",8103,8,103,"CO",2013,59364,5942,10.7
"1263",8105,8,105,"CO",2013,39834,2627,17.9
"1264",8107,8,107,"CO",2013,63763,6299,8.9
"1265",8109,8,109,"CO",2013,35310,2808,29.4
"1266",8111,8,111,"CO",2013,41683,3672,15.7
"1267",8113,8,113,"CO",2013,53674,5091,11.9
"1268",8115,8,115,"CO",2013,39980,3837,14.5
"1269",8117,8,117,"CO",2013,63236,6104,9.3
"1270",8119,8,119,"CO",2013,62725,5171,8.4
"1271",8121,8,121,"CO",2013,45572,4240,14
"1272",8123,8,123,"CO",2013,58404,2048,13.2
"1273",8125,8,125,"CO",2013,45487,4543,13
"1274",8001,8,1,"CO",2014,59316,1982,12.9
"1275",8003,8,3,"CO",2014,38140,3801,22.5
"1276",8005,8,5,"CO",2014,65359,1878,11.2
"1277",8007,8,7,"CO",2014,44508,4378,14.7
"1278",8009,8,9,"CO",2014,36294,3793,20
"1279",8011,8,11,"CO",2014,35424,3674,32.3
"1280",8013,8,13,"CO",2014,71546,3274,13.3
"1281",8014,8,14,"CO",2014,85885,5291,4
"1282",8015,8,15,"CO",2014,48840,3938,12.4
"1283",8017,8,17,"CO",2014,52273,4908,13.4
"1284",8019,8,19,"CO",2014,69115,6705,8.5
"1285",8021,8,21,"CO",2014,33998,3257,22.9
"1286",8023,8,23,"CO",2014,27882,2834,28.5
"1287",8025,8,25,"CO",2014,32570,3218,40.5
"1288",8027,8,27,"CO",2014,48368,5103,14.9
"1289",8029,8,29,"CO",2014,45283,3900,15.6
"1290",8031,8,31,"CO",2014,54872,1823,15.9
"1291",8033,8,33,"CO",2014,44235,4721,15.4
"1292",8035,8,35,"CO",2014,107250,5897,3.7
"1293",8037,8,37,"CO",2014,76661,5616,7.8
"1294",8039,8,39,"CO",2014,83603,5738,5.9
"1295",8041,8,41,"CO",2014,59286,2118,12.2
"1296",8043,8,43,"CO",2014,41385,3023,19.1
"1297",8045,8,45,"CO",2014,62529,4738,10.2
"1298",8047,8,47,"CO",2014,64752,6701,7.9
"1299",8049,8,49,"CO",2014,59379,5697,10.4
"1300",8051,8,51,"CO",2014,48940,5024,14.9
"1301",8053,8,53,"CO",2014,51241,5478,10.1
"1302",8055,8,55,"CO",2014,32750,3421,22
"1303",8057,8,57,"CO",2014,45073,4768,16.6
"1304",8059,8,59,"CO",2014,70687,1319,8.3
"1305",8061,8,61,"CO",2014,42310,3342,13.5
"1306",8063,8,63,"CO",2014,46394,4486,14.9
"1307",8065,8,65,"CO",2014,46765,4834,16
"1308",8067,8,67,"CO",2014,60658,3970,10.7
"1309",8069,8,69,"CO",2014,57659,2943,12.8
"1310",8071,8,71,"CO",2014,39625,3652,17.4
"1311",8073,8,73,"CO",2014,41248,4324,18.3
"1312",8075,8,75,"CO",2014,45439,4632,17.7
"1313",8077,8,77,"CO",2014,50106,3385,15.4
"1314",8079,8,79,"CO",2014,51257,4841,8.9
"1315",8081,8,81,"CO",2014,56193,5788,11.2
"1316",8083,8,83,"CO",2014,44163,3535,16.3
"1317",8085,8,85,"CO",2014,46336,2249,15.5
"1318",8087,8,87,"CO",2014,47631,3610,13.4
"1319",8089,8,89,"CO",2014,33043,3235,26
"1320",8091,8,91,"CO",2014,57242,5900,9.6
"1321",8093,8,93,"CO",2014,58487,5095,9.4
"1322",8095,8,95,"CO",2014,47006,4708,11.5
"1323",8097,8,97,"CO",2014,73274,7823,7
"1324",8099,8,99,"CO",2014,39184,4040,20.9
"1325",8101,8,101,"CO",2014,41382,2334,19
"1326",8103,8,103,"CO",2014,63184,5772,10.9
"1327",8105,8,105,"CO",2014,40593,4059,18.3
"1328",8107,8,107,"CO",2014,66846,5246,8.4
"1329",8109,8,109,"CO",2014,31227,3304,29.9
"1330",8111,8,111,"CO",2014,40006,4081,15.5
"1331",8113,8,113,"CO",2014,59603,5918,9.9
"1332",8115,8,115,"CO",2014,44562,3657,13.9
"1333",8117,8,117,"CO",2014,68352,6745,9.7
"1334",8119,8,119,"CO",2014,62380,6344,9.5
"1335",8121,8,121,"CO",2014,45784,4577,11.4
"1336",8123,8,123,"CO",2014,61501,2658,10.5
"1337",8125,8,125,"CO",2014,46838,4701,14
"1338",8001,8,1,"CO",2015,62991,1881,12.8
"1339",8003,8,3,"CO",2015,40067,4003,24
"1340",8005,8,5,"CO",2015,67062,1540,9.2
"1341",8007,8,7,"CO",2015,50361,4972,13.1
"1342",8009,8,9,"CO",2015,35405,3623,20.8
"1343",8011,8,11,"CO",2015,36630,3771,36.7
"1344",8013,8,13,"CO",2015,72392,4317,12.3
"1345",8014,8,14,"CO",2015,86548,5333,4.9
"1346",8015,8,15,"CO",2015,50947,4847,11.7
"1347",8017,8,17,"CO",2015,50620,5325,11.7
"1348",8019,8,19,"CO",2015,67262,6917,9.6
"1349",8021,8,21,"CO",2015,37102,3435,20.2
"1350",8023,8,23,"CO",2015,27944,2875,28.2
"1351",8025,8,25,"CO",2015,35405,3598,44.3
"1352",8027,8,27,"CO",2015,43995,3800,15.1
"1353",8029,8,29,"CO",2015,42586,3447,15.8
"1354",8031,8,31,"CO",2015,57886,2435,15.7
"1355",8033,8,33,"CO",2015,44829,4652,14.9
"1356",8035,8,35,"CO",2015,109926,5076,3.4
"1357",8037,8,37,"CO",2015,75191,6178,7.6
"1358",8039,8,39,"CO",2015,90270,7288,5.9
"1359",8041,8,41,"CO",2015,60050,1755,11
"1360",8043,8,43,"CO",2015,41967,3403,17.2
"1361",8045,8,45,"CO",2015,64487,5701,10.3
"1362",8047,8,47,"CO",2015,67389,5934,8
"1363",8049,8,49,"CO",2015,59885,6077,8.3
"1364",8051,8,51,"CO",2015,47619,4414,12.5
"1365",8053,8,53,"CO",2015,58613,3925,10.9
"1366",8055,8,55,"CO",2015,33098,3344,23.2
"1367",8057,8,57,"CO",2015,46905,4828,13.9
"1368",8059,8,59,"CO",2015,71209,1563,7.9
"1369",8061,8,61,"CO",2015,42108,4303,13.9
"1370",8063,8,63,"CO",2015,44090,3951,12.2
"1371",8065,8,65,"CO",2015,45913,4822,15.7
"1372",8067,8,67,"CO",2015,60732,3185,9.4
"1373",8069,8,69,"CO",2015,64935,2643,12.2
"1374",8071,8,71,"CO",2015,38858,2839,19.3
"1375",8073,8,73,"CO",2015,43188,4272,19.4
"1376",8075,8,75,"CO",2015,46306,4123,15.5
"1377",8077,8,77,"CO",2015,51449,2441,14.1
"1378",8079,8,79,"CO",2015,50481,5035,9.4
"1379",8081,8,81,"CO",2015,59173,5431,11.7
"1380",8083,8,83,"CO",2015,42975,4052,19.3
"1381",8085,8,85,"CO",2015,46860,4190,17.7
"1382",8087,8,87,"CO",2015,49087,3968,12.1
"1383",8089,8,89,"CO",2015,34970,2891,20.6
"1384",8091,8,91,"CO",2015,60402,5881,9.4
"1385",8093,8,93,"CO",2015,63319,5072,9.2
"1386",8095,8,95,"CO",2015,48562,4650,11.1
"1387",8097,8,97,"CO",2015,76663,7200,7
"1388",8099,8,99,"CO",2015,41348,2612,19.6
"1389",8101,8,101,"CO",2015,40540,1754,19.8
"1390",8103,8,103,"CO",2015,61426,6002,9.7
"1391",8105,8,105,"CO",2015,40259,4032,17.2
"1392",8107,8,107,"CO",2015,70989,5959,8.9
"1393",8109,8,109,"CO",2015,34209,3381,29.6
"1394",8111,8,111,"CO",2015,43489,3005,15.6
"1395",8113,8,113,"CO",2015,62793,6454,11
"1396",8115,8,115,"CO",2015,40325,4162,13.6
"1397",8117,8,117,"CO",2015,69633,5536,8.7
"1398",8119,8,119,"CO",2015,66191,5825,8.8
"1399",8121,8,121,"CO",2015,47592,4830,11.4
"1400",8123,8,123,"CO",2015,69434,2181,11.3
"1401",8125,8,125,"CO",2015,48934,4861,14.1
"1402",8001,8,1,"CO",2016,65442,2165,11.7
"1403",8003,8,3,"CO",2016,37057,3598,24.8
"1404",8005,8,5,"CO",2016,70866,1891,9
"1405",8007,8,7,"CO",2016,51998,5440,12
"1406",8009,8,9,"CO",2016,34070,3263,20.2
"1407",8011,8,11,"CO",2016,33951,3399,34.1
"1408",8013,8,13,"CO",2016,74772,3149,10.8
"1409",8014,8,14,"CO",2016,86870,6091,5.3
"1410",8015,8,15,"CO",2016,49877,3122,11.4
"1411",8017,8,17,"CO",2016,50558,5340,14
"1412",8019,8,19,"CO",2016,68699,6989,8.1
"1413",8021,8,21,"CO",2016,34390,3428,22.7
"1414",8023,8,23,"CO",2016,27211,2845,30.4
"1415",8025,8,25,"CO",2016,35873,3715,48
"1416",8027,8,27,"CO",2016,52021,5525,13.6
"1417",8029,8,29,"CO",2016,41798,3884,17.8
"1418",8031,8,31,"CO",2016,61038,1375,14
"1419",8033,8,33,"CO",2016,46791,4965,13.2
"1420",8035,8,35,"CO",2016,112399,5799,3.4
"1421",8037,8,37,"CO",2016,79556,5893,7.9
"1422",8039,8,39,"CO",2016,86693,2835,6
"1423",8041,8,41,"CO",2016,63610,2125,11.5
"1424",8043,8,43,"CO",2016,46372,4399,17.5
"1425",8045,8,45,"CO",2016,69161,4740,9.1
"1426",8047,8,47,"CO",2016,65472,7081,7.5
"1427",8049,8,49,"CO",2016,63875,6083,8.2
"1428",8051,8,51,"CO",2016,53753,5018,13.8
"1429",8053,8,53,"CO",2016,51717,5648,10
"1430",8055,8,55,"CO",2016,34626,3081,21.9
"1431",8057,8,57,"CO",2016,46671,5052,14.1
"1432",8059,8,59,"CO",2016,74342,2275,7
"1433",8061,8,61,"CO",2016,43951,4670,13.9
"1434",8063,8,63,"CO",2016,48272,3698,14.3
"1435",8065,8,65,"CO",2016,49064,5108,14.6
"1436",8067,8,67,"CO",2016,58499,4570,10.9
"1437",8069,8,69,"CO",2016,66561,2623,11.2
"1438",8071,8,71,"CO",2016,38224,3638,21.6
"1439",8073,8,73,"CO",2016,42969,4271,18.1
"1440",8075,8,75,"CO",2016,49407,5217,16.4
"1441",8077,8,77,"CO",2016,49825,3592,15
"1442",8079,8,79,"CO",2016,52641,5636,9.3
"1443",8081,8,81,"CO",2016,54151,5263,12.9
"1444",8083,8,83,"CO",2016,40679,3157,15.1
"1445",8085,8,85,"CO",2016,43285,2893,16.4
"1446",8087,8,87,"CO",2016,49129,4418,11.7
"1447",8089,8,89,"CO",2016,36773,3474,23.6
"1448",8091,8,91,"CO",2016,66813,5137,8.8
"1449",8093,8,93,"CO",2016,68535,6749,9.2
"1450",8095,8,95,"CO",2016,49046,5149,11.5
"1451",8097,8,97,"CO",2016,74576,6536,6.9
"1452",8099,8,99,"CO",2016,40164,4076,20.9
"1453",8101,8,101,"CO",2016,44644,2886,19.9
"1454",8103,8,103,"CO",2016,58980,6448,9.5
"1455",8105,8,105,"CO",2016,41128,4350,17.5
"1456",8107,8,107,"CO",2016,71322,6841,7.2
"1457",8109,8,109,"CO",2016,33973,3300,27.6
"1458",8111,8,111,"CO",2016,44652,4853,15.5
"1459",8113,8,113,"CO",2016,67251,6402,10.1
"1460",8115,8,115,"CO",2016,42518,3923,14.8
"1461",8117,8,117,"CO",2016,70265,6668,7.9
"1462",8119,8,119,"CO",2016,63966,6286,9.5
"1463",8121,8,121,"CO",2016,46304,4664,14.3
"1464",8123,8,123,"CO",2016,63609,2759,11.5
"1465",8125,8,125,"CO",2016,48963,4978,12.3
"1466",8001,8,1,"CO",2017,65977,2867,10.6
"1467",8003,8,3,"CO",2017,43121,3620,21.3
"1468",8005,8,5,"CO",2017,75196,1848,7.8
